CD14,CD15,CD19,CD4,CD8,IL,PLA,RE,TR,V1
13,9,9,3,3,9,-1,9,9,NAA16
9,-1,-1,9,9,-1,-1,-1,-1,NAA16
13,-1,3,3,3,13,-1,9,15,ICE2
9,-1,9,9,9,9,9,9,9,ICE2
11,14,14,11,15,7,14,11,11,NARS
3,-1,8,3,8,3,-1,3,3,NARS2
13,9,8,3,3,3,-1,3,3,NASP
9,3,9,9,9,3,-1,3,8,NAT1
12,-1,14,14,14,12,-1,12,8,NAT10
13,9,5,3,13,3,-1,3,3,NAA30
12,8,8,8,8,8,9,8,7,NAA50
9,9,3,9,13,3,-1,3,3,NAT14
12,12,3,8,8,12,9,12,12,NAA60
11,8,11,11,11,7,14,14,11,NAA20
14,3,12,14,14,12,-1,12,12,NAA20
6,-1,6,9,6,11,2,3,8,NAT8B
13,9,3,3,3,3,-1,3,13,NAT9
3,9,3,3,3,12,9,3,3,NBAS
12,11,3,8,8,3,14,3,3,NBEAL2
12,14,12,8,12,8,-1,8,8,NBN
3,8,9,9,13,9,-1,9,15,NBN
9,-1,9,9,9,9,-1,13,13,NBPF1
9,9,9,9,9,9,-1,9,9,NBPF8
15,12,8,8,8,3,9,3,3,NBPF3
13,3,3,3,13,3,14,3,3,NCAN
8,8,8,8,12,8,-1,6,7,NCAPD2
13,-1,9,3,3,9,-1,13,9,NCAPD3
9,-1,-1,9,9,9,-1,9,9,NCAPG2
13,3,3,3,3,3,-1,13,3,NCAPH2
12,8,12,8,12,12,12,12,14,NCBP1
12,9,14,14,14,12,9,12,12,NCBP2
13,-1,9,9,9,9,-1,9,9,NCBP2
13,-1,3,3,13,3,-1,3,3,NCBP2
13,9,9,3,13,9,14,13,13,NCDN
9,9,9,9,9,9,9,9,9,NCDN
6,-1,9,9,13,-1,-1,-1,-1,NCDN
12,14,12,-1,9,13,-1,9,9,NCF1
13,8,9,-1,-1,-1,-1,-1,-1,NCF1B
14,11,12,-1,9,13,-1,9,15,NCF1C
2,11,8,8,6,9,14,9,9,NCF2
14,11,12,3,9,13,9,13,9,NCF4
9,12,-1,-1,-1,-1,9,-1,-1,NCF4
12,11,8,9,9,13,9,9,9,NCF4
14,12,12,14,15,12,9,12,14,NCK1
9,3,3,3,13,9,14,9,9,NCK2
12,14,11,11,11,7,2,14,14,NCK2
11,12,11,14,14,6,14,6,13,NCKAP1L
13,-1,3,3,3,3,14,3,7,NCKIPSD
11,8,11,11,11,7,9,14,11,NCL
8,3,12,14,12,12,9,12,8,NCL
12,12,12,8,12,15,9,14,14,NCLN
12,11,12,14,12,14,12,12,8,NCOA1
8,14,3,3,8,8,14,3,3,NCOA1
15,8,9,9,6,13,-1,9,-1,NCOA1
9,-1,9,-1,-1,-1,-1,-1,9,NCOA3
14,12,11,14,14,12,12,12,12,NCOA3
2,11,2,11,2,2,2,11,2,NCOA4
8,3,12,8,12,8,-1,8,8,NCOA5
12,14,12,8,12,14,14,12,14,NCOA6
3,9,3,3,3,9,-1,13,9,TGS1
12,8,12,14,14,14,12,12,12,NCOA7
6,3,9,3,13,3,9,3,3,NCOR1
12,12,8,8,8,12,-1,12,12,NCOR2
14,12,8,14,12,14,14,14,12,NCOR2
9,-1,-1,-1,-1,-1,-1,-1,-1,LINC00051
3,8,9,3,3,9,-1,-1,9,BBIP1
9,12,-1,9,-1,-1,-1,-1,-1,SPACA6
13,3,3,3,8,3,14,13,13,LINC00092
13,-1,8,3,3,9,-1,9,9,LINC00094
13,8,3,3,3,3,-1,9,15,KIZ
9,9,9,9,9,9,9,9,9,LINC00173
13,3,9,9,13,9,9,13,13,LINC00200
14,-1,11,11,15,12,-1,12,8,EPB41L4A-AS1
11,14,14,14,14,7,9,14,14,NCSTN
12,11,14,14,14,8,14,8,8,NDE1
14,11,14,14,15,14,14,14,14,NDEL1
9,12,9,9,9,13,-1,9,15,NDEL1
12,3,3,14,12,8,9,3,8,NDFIP1
9,3,9,3,3,7,-1,14,11,NDFIP2
3,3,-1,9,9,14,-1,14,12,NDN
3,9,8,8,8,3,14,13,13,NSMCE3
14,14,12,14,14,11,14,11,2,NDRG1
9,-1,9,9,9,3,-1,8,8,NDRG2
13,-1,9,3,3,8,-1,12,12,NDRG2
12,12,12,14,14,12,14,12,12,NDRG3
3,8,8,8,8,3,9,3,3,NDRG3
3,3,-1,-1,-1,3,14,13,3,NDST1
8,8,8,8,8,3,-1,3,13,NDST2
8,3,8,8,8,12,9,12,12,NDUFA10
12,8,12,14,12,14,14,14,14,NDUFA10
14,8,14,14,14,14,14,14,14,NDUFA11
14,3,14,11,15,15,-1,14,14,NDUFA12
14,8,14,14,14,14,14,14,14,NDUFA13
11,14,14,14,15,7,14,11,11,NDUFA2
14,12,14,14,15,15,14,14,11,NDUFA3
2,12,11,11,11,11,2,11,2,NDUFA4
13,-1,9,9,13,9,14,13,-1,NDUFA5
12,9,12,14,12,12,11,12,12,NDUFA6
14,8,14,14,15,7,9,14,11,NDUFA8
14,-1,14,14,14,15,-1,14,11,NDUFA9
11,8,11,11,15,11,-1,11,11,NDUFAB1
8,8,8,8,8,8,-1,8,8,NDUFAF1
8,-1,8,8,12,8,-1,8,8,NDUFAF2
11,12,11,11,11,11,2,11,11,NDUFAF3
9,-1,-1,3,9,9,-1,9,9,NDUFB1
11,12,11,11,15,11,14,11,11,NDUFB10
11,8,11,11,11,11,14,11,2,NDUFB2
11,14,11,11,15,11,12,11,11,NDUFB3
11,14,14,11,15,7,12,11,11,NDUFB3
11,12,11,11,11,11,14,11,11,NDUFB5
12,14,12,14,14,14,9,12,12,NDUFB6
12,12,12,8,12,12,9,12,12,NDUFB6
14,3,12,14,14,15,-1,14,11,NDUFB7
11,12,11,11,11,11,12,11,2,NDUFB8
14,8,14,14,15,15,14,11,11,NDUFB9
12,8,12,14,14,15,14,14,14,NDUFC1
15,-1,9,9,13,3,-1,3,3,NDUFC2
9,-1,-1,9,9,3,-1,13,3,NDUFS1
3,3,9,3,13,3,-1,8,8,NDUFS2
14,8,11,11,15,11,-1,11,11,NDUFS3
14,-1,14,14,15,15,14,14,11,NDUFS4
11,3,14,11,11,15,11,14,11,NDUFS5
11,8,11,14,15,7,14,11,11,NDUFS7
11,3,11,11,11,11,14,11,11,NDUFS8
12,8,12,14,14,14,9,14,14,NDUFV1
14,12,14,14,15,7,14,11,11,NDUFV2
7,-1,-1,9,-1,9,-1,9,9,NDUFV3
13,-1,-1,9,9,9,-1,9,9,NDUFV3
6,9,-1,-1,-1,9,-1,3,13,NEBL
8,14,8,8,8,14,-1,12,12,NECAP1
11,12,14,11,15,12,14,12,12,NECAP2
13,6,-1,9,9,-1,-1,-1,-1,NEDD1
13,9,3,3,3,9,-1,9,9,NEDD1
9,9,-1,9,9,3,9,9,9,NEDD4
2,11,11,11,11,11,11,11,2,NEDD8
3,12,3,3,3,12,-1,8,8,NEDD9
12,14,8,3,8,14,-1,12,12,NEDD9
13,-1,9,9,9,9,-1,-1,-1,NEFH
9,-1,8,3,3,9,-1,13,13,NEIL2
13,-1,3,3,3,3,-1,13,13,NEK1
9,9,-1,-1,-1,9,9,9,9,NEK10
3,9,3,3,13,8,-1,8,8,NEK3
9,-1,-1,-1,-1,-1,-1,-1,-1,NEK4
3,9,3,9,9,8,-1,3,7,NEK6
13,8,9,3,13,13,-1,9,15,NEK7
8,-1,3,8,8,14,-1,8,8,NSMF
13,9,9,11,11,12,-1,13,13,NELL2
12,-1,14,14,14,14,2,14,14,NENF
3,8,8,8,8,14,12,14,14,NEO1
13,-1,3,14,3,7,-1,11,11,NET1
3,-1,-1,9,-1,13,-1,13,12,NETO2
12,12,8,3,8,14,-1,12,14,NEU1
13,9,3,3,13,14,14,14,14,NEURL1B
9,-1,9,9,9,-1,-1,-1,-1,NEUROG2
3,-1,3,9,13,3,11,13,13,NEXN
9,9,9,9,9,9,9,9,9,NF2
13,8,-1,-1,-1,-1,-1,-1,-1,NFAM1
9,8,9,9,9,9,-1,9,9,NFAT5
3,3,8,3,3,13,14,9,-1,NFATC1
9,-1,9,9,9,-1,-1,-1,-1,NFATC1
13,3,3,3,3,8,-1,6,7,NFATC2IP
12,8,12,14,14,14,-1,12,12,NFATC2IP
13,3,8,8,8,3,-1,9,9,NFATC3
9,9,9,9,13,9,-1,-1,-1,NFATC3
11,11,6,3,6,-1,2,-1,-1,NFE2
3,3,3,3,3,14,-1,14,12,NFE2L1
14,14,12,14,14,15,14,14,14,NFE2L2
12,-1,3,8,8,8,-1,8,12,NFE2L3
13,-1,-1,9,3,8,-1,8,7,NFIA
9,6,-1,-1,-1,15,12,14,14,NFIB
8,12,3,3,3,12,-1,12,8,NFIC
12,11,9,9,3,8,9,8,8,NFIL3
13,-1,-1,9,9,12,-1,12,6,NFIX
11,11,11,11,11,7,14,14,11,NFKB1
6,6,9,-1,-1,-1,-1,-1,-1,NFKB2
13,6,9,9,9,9,-1,-1,-1,NFKB2
2,11,11,11,11,11,14,11,11,NFKBIA
3,8,3,3,13,3,-1,13,13,NFKBIB
13,3,3,9,13,3,9,3,3,NFKBIB
9,3,9,9,9,9,9,9,9,NFKBID
8,3,8,9,13,8,-1,3,13,NFKBIE
14,11,12,14,12,12,-1,12,12,NFKBIZ
9,9,-1,9,9,9,-1,-1,-1,NFRKB
8,3,12,8,12,12,9,8,12,NFU1
13,9,8,3,3,3,9,3,3,NFX1
9,-1,3,3,13,9,-1,9,9,NFX1
8,3,12,8,12,12,9,8,8,NFX1
3,6,3,3,3,9,-1,9,9,NFXL1
13,8,3,3,3,9,-1,9,9,NFYA
9,3,9,9,13,9,-1,9,9,NFYB
12,14,12,14,12,12,9,12,12,NFYC
3,9,8,8,8,3,-1,3,3,NGDN
12,3,12,14,14,12,-1,8,8,NGDN
8,12,12,8,12,12,-1,8,8,NGLY1
14,12,14,14,15,15,9,14,11,NGRN
9,-1,9,3,13,3,-1,3,3,NGRN
9,-1,9,9,9,-1,-1,-1,-1,SLC9B1
9,-1,-1,-1,-1,-1,-1,9,15,NHEJ1
3,9,3,3,13,3,-1,3,3,NHLRC2
12,-1,3,3,3,8,-1,8,8,NHLRC3
12,-1,12,14,14,8,-1,8,8,NHP2
8,-1,12,8,12,3,-1,8,7,NHP2
8,-1,12,8,12,8,-1,8,8,NHP2
8,-1,12,14,12,3,-1,8,7,NHP2
14,8,11,11,11,14,12,14,14,SNU13
3,9,8,8,8,3,-1,13,13,SNU13
8,-1,8,8,8,8,-1,3,8,NICN1
9,-1,-1,-1,-1,9,-1,-1,9,NID1
12,3,14,14,14,14,-1,12,14,NIF3L1
3,12,3,3,3,9,9,9,9,NIN
9,8,3,9,13,9,-1,9,9,NIN
13,12,3,3,13,13,-1,9,15,NIN
7,14,12,14,14,6,14,3,3,NIN
11,11,3,14,12,12,14,8,8,NINJ1
14,14,8,14,12,3,12,13,13,NINJ2
3,8,3,3,3,3,-1,3,3,FAM192A
8,3,12,14,14,12,-1,12,12,NIP7
13,9,8,8,8,12,12,8,8,NIPA1
9,-1,9,9,9,9,-1,9,9,NIPA2
14,14,14,14,14,14,14,14,11,NIPA2
9,-1,9,-1,-1,9,-1,13,13,NIPAL2
6,8,9,9,13,9,-1,13,9,NIPBL
8,14,8,8,8,12,-1,8,8,NIPBL
3,3,8,8,12,8,-1,3,7,NIPSNAP1
12,9,3,3,3,3,9,8,8,NIPSNAP3A
12,8,8,8,12,8,-1,8,7,NISCH
13,3,3,9,13,3,-1,13,3,NIT1
3,-1,8,3,3,3,-1,3,7,NIT2
8,9,6,14,2,6,12,13,13,NKG7
13,9,9,3,13,3,-1,13,13,NKIRAS1
12,8,3,3,3,3,14,8,7,NKIRAS2
13,12,6,8,8,12,9,6,6,NKTR
9,-1,9,9,9,9,9,9,9,NLE1
9,-1,-1,9,13,9,-1,9,9,NLGN2
3,9,3,9,6,3,14,3,3,NLK
13,-1,9,-1,-1,3,-1,13,7,NLN
12,8,-1,-1,-1,-1,-1,-1,-1,NLRC4
14,14,-1,-1,-1,-1,-1,-1,-1,NLRP12
3,12,-1,-1,-1,-1,-1,-1,-1,NLRP12
14,12,9,3,13,9,-1,9,9,NLRP3
11,12,9,3,3,9,9,9,9,NLRP3
3,9,-1,-1,-1,-1,-1,-1,-1,NLRP3
7,11,11,14,15,15,14,14,14,NLRP8
12,14,3,3,8,8,14,8,8,NLRX1
13,8,9,9,9,9,14,13,13,NLRX1
9,-1,9,9,9,9,-1,9,9,NMB
12,3,12,14,14,12,9,8,8,NMD3
12,3,12,14,12,8,-1,8,7,NMD3
12,-1,14,14,14,14,-1,14,14,NME1
9,-1,9,9,13,13,-1,9,9,NME1
9,-1,9,9,9,9,-1,9,9,NME1-NME2
9,-1,9,9,9,9,-1,9,9,NME2
8,3,12,8,8,8,11,8,8,NME2
12,9,8,8,12,12,-1,12,12,NME3
12,6,12,14,12,6,12,12,6,NME4
8,8,8,8,8,8,9,8,7,NME6
9,9,9,9,13,9,-1,9,9,NME6
9,-1,9,3,13,9,-1,9,9,NME7
13,-1,9,3,3,13,-1,9,15,NME7
12,14,12,14,12,12,14,8,8,NMI
9,9,9,9,-1,9,-1,13,13,NMNAT1
9,-1,-1,-1,-1,9,14,9,9,NMNAT3
3,-1,9,9,13,9,14,3,13,NMNAT3
12,8,12,14,14,12,9,12,12,NMRAL1
8,3,12,8,12,12,14,8,7,NMT1
13,-1,8,14,14,12,-1,12,12,NMT2
14,9,12,14,14,12,12,12,14,NNT
15,-1,9,9,6,9,-1,9,9,NNT
12,-1,8,8,12,8,9,8,8,NNT
3,-1,8,8,8,3,-1,3,3,NOB1
9,-1,-1,9,-1,-1,-1,-1,9,NOC2L
3,-1,12,8,8,3,-1,13,13,NOC3L
9,-1,9,9,9,-1,-1,-1,-1,NOC4L
9,-1,-1,9,9,9,-1,9,15,NOC4L
9,-1,9,9,13,13,-1,9,15,NOD1
7,14,-1,3,6,-1,-1,-1,-1,NOD2
13,3,3,9,13,3,9,13,13,NOL10
8,9,12,14,14,12,-1,12,12,NOL11
3,8,3,3,3,3,-1,3,3,NOL12
9,-1,-1,-1,-1,9,-1,13,9,NOL3
9,-1,-1,-1,-1,9,-1,13,9,NOL3
12,3,14,14,14,12,-1,12,8,NOL6
11,14,11,11,11,7,9,14,11,NOL7
15,9,6,3,6,13,-1,9,9,NOL8
8,8,12,8,12,12,9,12,8,NOL8
3,3,3,3,3,3,9,3,3,GAR1
13,-1,9,3,13,13,-1,9,9,NOLC1
3,3,8,8,8,8,11,8,8,NOMO1
8,3,8,8,8,8,11,8,8,NOMO1
11,11,11,11,11,11,11,11,11,NOP10
13,-1,-1,3,3,3,-1,3,3,NOP14
3,-1,8,8,8,8,-1,3,7,NOP14
13,-1,3,3,13,3,-1,13,3,NOP16
8,8,12,14,14,12,-1,12,8,NOP2
9,-1,9,3,13,9,-1,9,9,NOP2
9,-1,9,9,13,13,-1,9,15,NOP2
14,8,14,14,15,14,9,14,12,NOP56
3,-1,8,8,8,3,-1,3,13,NOP56
8,-1,12,8,12,3,-1,3,3,NOP56
8,-1,12,14,14,8,-1,8,7,NOP58
14,14,14,11,11,14,14,14,14,NOSIP
12,11,12,8,12,12,14,12,12,NOTCH1
8,12,8,3,13,-1,-1,9,15,NOTCH2
9,9,9,9,9,9,9,9,9,NOTCH2NL
9,-1,-1,-1,-1,-1,-1,-1,-1,NOTCH4
9,-1,-1,-1,-1,3,-1,3,3,NOXA1
9,9,9,9,9,3,9,12,8,NOXO1
12,-1,12,14,12,14,11,12,12,PNP
12,12,12,8,12,12,12,12,12,GLYR1
13,-1,8,14,12,12,14,12,12,NIPAL3
9,-1,9,-1,-1,9,-1,9,9,NPAS3
9,-1,9,3,3,13,-1,-1,-1,NPAT
8,3,3,8,12,12,-1,8,8,NPC1
2,11,11,11,11,11,11,11,2,NPC2
14,14,12,14,12,14,14,14,14,NPEPPS
9,9,-1,-1,-1,9,-1,-1,9,NPHP4
9,-1,9,9,9,9,-1,9,9,PKD1P6-NPIPP1
14,11,3,3,13,3,12,3,3,NPL
14,11,-1,9,9,13,14,9,13,NPL
8,3,3,3,3,3,-1,3,3,NPLOC4
3,-1,8,8,12,3,-1,3,3,NPM3
9,9,9,9,9,9,-1,9,9,NPR1
9,9,-1,9,9,-1,-1,-1,-1,NPSR1
14,14,12,14,14,15,11,14,14,NPTN
11,11,14,14,15,11,2,11,11,NPTN
9,9,9,9,9,9,9,9,9,NPY5R
3,3,3,3,3,7,9,11,2,NQO1
12,14,3,3,3,8,14,3,13,NQO2
3,9,8,8,8,8,9,3,7,NR1D2
9,-1,3,3,3,3,-1,13,13,NR1D2
13,6,9,3,13,9,-1,13,13,NR1H2
3,9,9,3,13,15,-1,12,14,NR1H3
13,-1,3,3,13,3,-1,3,3,NR2C1
13,-1,3,3,13,9,-1,13,13,NR2C1
9,9,9,9,13,9,9,13,13,NR2C1
9,3,9,3,3,9,-1,9,13,NR2C2
9,3,9,9,9,9,-1,9,9,NR2C2
3,-1,8,8,12,3,-1,3,7,NR2C2AP
9,9,9,9,9,9,9,9,9,NR2E1
9,9,9,9,9,9,9,13,9,NR2F2
9,-1,9,9,9,14,-1,14,11,NR2F6
3,8,3,3,3,3,-1,9,15,NR3C1
9,-1,8,8,12,15,-1,14,14,NR3C2
6,3,-1,-1,9,-1,-1,-1,-1,NR4A2
8,12,8,9,6,9,-1,13,9,NR4A2
8,9,3,3,3,3,-1,3,7,NRAS
3,8,9,3,3,3,-1,3,3,NRBP1
9,3,9,3,13,3,-1,3,3,NRBP2
14,11,14,14,15,14,11,12,12,NRDC
8,-1,-1,-1,-1,-1,-1,-1,-1,NRG1
9,-1,-1,-1,-1,-1,-1,-1,-1,NRG1
9,9,9,9,9,9,9,13,13,NRG3
12,9,6,3,8,-1,2,9,9,NRGN
12,3,12,8,8,14,9,12,12,NRIP1
13,3,9,3,13,9,9,9,9,NRIP3
8,3,8,3,13,9,-1,13,9,NRM
9,-1,-1,-1,-1,9,-1,9,9,NRP1
6,-1,-1,-1,-1,3,-1,13,3,NRP1
9,9,8,9,9,3,14,3,3,NRSN2
11,8,11,11,11,15,9,14,14,NSA2
13,3,3,9,13,3,9,13,13,NSD1
3,3,9,9,9,9,-1,3,3,NSF
12,8,3,3,3,8,-1,8,8,NSF
11,14,14,14,14,15,14,14,11,NSF
3,12,8,8,3,8,9,8,8,NSFL1C
3,12,8,3,3,8,-1,8,8,NSFL1C
9,-1,-1,-1,-1,-1,-1,-1,-1,NSL1
9,9,9,9,9,9,9,9,9,NSL1
11,14,14,14,15,15,14,12,14,NSL1
14,14,12,14,14,8,-1,8,8,NSMAF
12,3,12,14,14,12,-1,12,12,NSMCE1
8,9,8,8,8,3,-1,3,3,NSMCE2
14,-1,14,14,14,14,-1,14,14,NSMCE4A
14,12,14,14,14,14,9,14,14,NSUN2
13,3,9,9,13,9,-1,13,3,NSUN3
3,9,8,3,3,3,9,3,3,NSUN4
13,3,8,3,3,3,-1,3,13,NSUN5
9,9,9,9,9,13,-1,-1,15,NSUN5
9,-1,-1,9,-1,9,-1,9,9,NSUN5P1
9,-1,9,3,13,9,-1,13,13,NSUN6
12,8,14,14,14,15,9,14,14,NT5C
11,11,14,14,14,14,12,14,14,NT5C2
14,11,11,14,15,15,2,14,11,NT5C3A
12,14,14,14,14,14,2,12,14,NT5C3A
13,-1,3,3,3,13,-1,13,9,NT5C3B
13,-1,3,3,6,3,-1,9,15,NT5DC1
8,8,12,14,12,12,9,8,8,NT5DC1
6,9,3,3,13,3,9,8,13,NT5DC3
12,8,12,14,12,8,12,12,12,NTAN1
3,-1,3,3,3,3,-1,8,8,NTHL1
6,-1,-1,-1,-1,-1,-1,-1,-1,NTSR1
9,-1,-1,-1,6,3,-1,3,3,NUAK1
3,14,8,3,3,3,-1,3,3,NUAK2
8,14,14,8,8,12,-1,12,8,NUAK2
14,14,14,14,15,15,14,14,14,NUB1
12,9,12,8,8,8,-1,3,3,NUBP1
9,-1,-1,9,9,-1,-1,-1,-1,NUBP2
15,14,14,14,14,14,14,14,12,NUBPL
2,11,11,11,11,2,2,11,2,NUCB1
8,8,3,14,14,8,9,12,8,NUCB2
3,9,8,8,8,8,-1,8,8,NUCKS1
11,8,11,11,11,11,11,11,11,NUCKS1
14,12,11,11,15,15,14,14,11,NUDC
8,-1,12,8,12,8,-1,8,7,NUDCD2
3,-1,3,3,8,13,-1,13,13,NUDCD2
3,9,8,8,8,8,9,8,7,NUDCD3
13,9,3,3,-1,9,-1,13,9,NUDT1
8,9,12,14,12,8,9,3,3,NUDT1
8,-1,9,3,13,14,-1,12,12,NUDT14
3,-1,9,9,6,8,-1,8,8,NUDT15
13,3,3,3,13,3,9,3,7,NUDT15
8,8,9,9,9,8,-1,3,7,NUDT16
8,8,8,8,12,12,-1,8,8,NUDT16L1
3,9,-1,-1,-1,3,-1,13,13,NUDT16P1
8,3,8,8,8,8,-1,8,8,NUDT18
3,9,3,3,3,3,-1,13,13,NUDT2
8,3,12,14,12,8,-1,8,8,NUDT2
9,-1,9,9,9,-1,-1,-1,-1,NUDT21
12,8,12,14,14,12,12,8,8,NUDT21
8,8,8,8,8,8,9,12,12,NUDT22
9,-1,-1,9,9,9,9,9,13,NUDT6
9,-1,9,9,9,9,-1,13,13,NUDT6
12,6,8,8,12,12,-1,12,12,NUDT7
9,9,9,9,9,9,-1,-1,9,NUDT8
13,-1,3,3,13,8,-1,3,3,NUDT9
8,-1,8,8,8,12,-1,12,12,NUDT9
8,12,8,8,8,8,-1,8,7,NUFIP2
12,14,14,14,14,8,-1,8,8,NUFIP2
15,8,8,8,8,14,9,12,12,NUMA1
9,9,9,9,9,9,-1,9,9,NUMA1
11,11,12,8,12,14,14,12,14,NUMB
11,11,14,14,14,7,12,14,11,NUMB
8,3,12,8,12,8,-1,8,8,NUP107
12,3,12,8,12,12,-1,12,12,NUP133
3,14,8,8,8,3,-1,3,7,NUP153
3,9,8,8,8,3,-1,13,13,NUP155
8,8,12,14,12,8,-1,8,8,NUP160
13,-1,3,3,3,3,-1,13,13,NUP188
12,-1,12,14,14,8,-1,8,8,NUP205
8,-1,12,14,14,6,-1,13,9,NUP210
11,11,12,8,12,8,14,8,8,NUP214
9,-1,9,9,13,9,-1,13,13,NUP35
13,-1,3,3,13,9,-1,13,13,NUP35
12,3,12,14,14,12,-1,12,12,NUP37
12,9,12,8,12,12,-1,12,8,NUP43
8,12,3,3,3,9,-1,9,13,NUP50
12,3,12,14,14,12,-1,8,8,NUP54
8,9,8,8,8,8,-1,3,3,NUP54
8,9,3,3,3,3,-1,13,9,NUP62
11,12,14,14,15,14,14,14,14,NUP62
12,3,8,8,8,8,-1,8,8,NUP85
12,-1,11,14,14,12,-1,12,12,NUP88
14,8,14,14,14,8,-1,8,8,NUP93
13,8,3,3,3,9,-1,13,13,NUP98
12,9,12,8,12,8,-1,8,7,NUPL2
12,9,12,8,12,8,-1,8,7,NUPL2
13,9,3,3,3,9,-1,13,9,NUS1
13,9,3,3,6,6,-1,6,6,NUSAP1
9,9,9,9,9,3,-1,3,3,NUSAP1
8,9,8,8,8,8,11,8,8,NUTF2
13,-1,8,3,3,3,-1,8,8,NVL
14,14,12,14,14,12,9,8,8,NXF1
12,14,8,8,8,12,9,8,8,NXF1
12,8,14,14,15,6,-1,8,8,NXT1
14,-1,9,9,9,7,-1,11,11,OAF
15,-1,-1,-1,-1,13,-1,13,13,OAS1
12,6,8,3,6,8,-1,12,12,OAS1
7,6,8,3,3,8,14,12,6,OAS1
14,6,12,3,3,12,-1,12,14,OAS1
3,-1,9,3,13,-1,-1,-1,-1,OAS2
8,6,3,8,8,-1,-1,-1,-1,OAS2
11,6,11,11,15,6,9,6,13,OAS2
15,-1,-1,9,9,-1,-1,-1,-1,OAS3
7,6,3,8,8,3,-1,3,7,OAS3
9,6,-1,-1,9,-1,-1,-1,13,OASL
3,12,-1,3,8,13,-1,13,12,OASL
12,12,8,8,8,11,-1,8,8,OAT
12,12,12,14,12,2,9,12,12,OAT
2,11,2,11,2,2,2,11,2,OAZ1
12,14,8,8,8,8,14,8,7,OAZ2
8,12,8,14,14,8,9,8,8,OBFC1
8,14,8,8,8,14,14,8,8,NABP1
3,-1,3,3,8,8,-1,3,7,NABP2
14,8,12,8,12,14,9,14,14,OCEL1
7,11,2,11,11,11,12,11,11,OCIAD1
11,14,11,11,11,7,12,14,11,OCIAD1
13,9,14,11,15,11,-1,11,11,OCIAD2
12,9,11,14,14,14,2,12,12,ODC1
9,-1,9,9,9,9,-1,9,9,ODF2
3,3,8,8,8,3,14,3,3,ODF2
9,9,3,3,3,9,-1,13,13,ODF2L
3,8,9,9,9,9,-1,9,9,ODF3B
8,8,3,8,8,12,9,8,8,OGDH
3,3,3,8,8,3,-1,13,13,OGFOD1
8,9,12,14,12,8,-1,8,7,OGFOD1
12,12,8,8,8,8,-1,3,3,OGFR
12,14,9,9,9,-1,-1,-1,-1,OGFRL1
13,9,9,3,13,3,-1,9,13,OGG1
7,-1,-1,-1,-1,6,-1,6,9,OLFM1
15,-1,-1,-1,-1,13,-1,9,15,OLFM1
9,-1,9,-1,-1,3,-1,6,3,OLFML2A
9,-1,-1,-1,-1,-1,-1,-1,-1,OLFML2B
12,3,-1,-1,-1,-1,-1,-1,-1,OLIG1
3,3,8,3,6,13,-1,9,9,OMA1
8,8,12,8,12,8,-1,8,8,OMA1
3,-1,3,8,8,3,9,3,7,OPA1
9,-1,-1,9,9,-1,-1,-1,15,OPA1
9,-1,9,9,9,9,-1,9,9,OPA3
9,9,9,9,9,9,9,9,9,OPA3
15,9,8,3,8,12,-1,8,7,OPA3
13,8,-1,-1,-1,8,-1,12,12,OPLAH
12,-1,12,3,3,3,-1,8,12,OPN3
13,-1,3,-1,-1,13,-1,13,3,OPN3
13,-1,3,9,9,9,-1,13,3,OPN3
14,14,12,8,3,3,9,9,9,OPRL1
9,-1,3,14,12,14,9,12,12,OPTN
9,9,9,-1,-1,9,9,-1,-1,OR1L8
9,9,9,-1,-1,9,14,9,9,OR2B2
9,9,9,-1,-1,9,9,9,-1,OR2T12
9,9,9,9,9,9,9,9,9,OR2T6
9,9,9,9,9,9,14,9,9,OR2W3
9,9,9,9,-1,9,9,9,9,OR2W5
9,-1,9,-1,-1,-1,-1,-1,-1,OR4C12
9,9,-1,9,-1,9,9,9,9,OR4D10
9,9,-1,-1,-1,-1,-1,-1,-1,OR52K2
9,-1,-1,-1,-1,9,-1,9,9,OR5D18
13,3,3,9,13,3,14,3,3,OR9A4
3,6,3,8,8,9,-1,-1,15,ORAI1
9,8,3,-1,9,-1,9,-1,-1,ORAI2
13,9,3,9,9,-1,-1,9,-1,ORAI3
13,3,8,8,3,3,-1,3,3,ORAOV1
3,3,3,8,3,8,-1,3,7,ORC2
3,3,8,8,8,3,-1,3,3,ORC3
9,9,9,9,9,9,-1,9,9,ORC4
8,-1,12,14,12,12,-1,8,8,ORC5
9,-1,9,9,13,9,-1,9,9,ORC5
2,11,2,11,2,2,2,11,2,ORC6
6,14,-1,-1,-1,-1,-1,-1,-1,ORM1
14,12,14,14,14,14,14,12,12,ORMDL1
13,-1,9,3,6,13,-1,9,15,ORMDL1
13,3,9,3,13,3,-1,3,7,ORMDL2
9,9,8,8,8,8,12,8,8,ORMDL3
8,12,3,3,3,12,-1,8,8,OS9
14,12,14,14,14,7,14,14,11,OSBP
12,12,3,3,6,9,-1,13,13,OSBPL11
13,3,-1,-1,-1,3,-1,3,8,OSBPL1A
3,8,9,9,-1,12,-1,12,14,OSBPL1A
12,14,12,8,12,12,14,14,14,OSBPL2
9,-1,9,9,13,9,-1,9,-1,OSBPL3
13,-1,3,3,8,3,-1,9,9,OSBPL3
3,-1,-1,-1,3,3,-1,3,7,OSBPL5
3,3,9,9,8,8,-1,8,8,OSBPL5
