CD14,CD15,CD19,CD4,CD8,IL,PLA,RE,TR,V1
14,9,12,14,15,6,9,6,3,APOL3
9,9,-1,9,9,9,-1,-1,15,APOL6
9,-1,9,9,9,8,-1,9,9,APOM
12,3,3,3,13,12,11,14,14,APP
8,9,3,3,9,8,11,14,14,APP
9,9,9,9,9,9,-1,9,9,APPBP2
12,12,12,14,14,12,-1,12,12,APPBP2
12,3,12,8,8,12,9,8,8,APPL1
3,12,3,8,8,15,9,14,11,APPL2
14,3,14,14,15,12,9,12,12,APRT
12,-1,12,14,14,8,-1,8,7,APRT
8,3,8,8,12,12,-1,12,12,APTX
8,9,8,8,8,8,-1,8,8,APTX
9,9,9,9,9,3,9,13,3,AQP7P1
9,9,9,9,9,9,-1,9,-1,AQP7P1
11,11,6,9,6,-1,12,-1,-1,AQP9
9,-1,-1,9,9,13,-1,-1,15,AQR
8,8,8,8,8,8,9,8,8,AQR
8,14,3,3,13,3,9,13,13,ARAP1
3,3,3,3,8,3,-1,13,3,ARAP2
8,14,-1,-1,9,13,-1,9,9,ARAP3
12,11,9,9,13,3,14,8,3,ARAP3
14,14,14,11,15,7,14,14,11,ARCN1
12,12,8,8,8,12,12,12,12,ARF1
11,11,11,11,11,11,2,11,2,ARF1
12,12,8,8,12,12,12,12,14,ARF3
8,8,3,8,8,8,14,12,12,ARF4
11,14,11,11,15,11,11,11,11,ARF4
14,14,12,14,14,14,12,14,14,ARF5
3,3,3,3,3,3,-1,3,3,ARFGAP1
12,8,12,8,12,12,9,12,8,ARFGAP2
14,14,12,14,14,15,9,12,8,ARFGAP3
8,8,3,3,8,3,-1,3,3,ARFGEF1
12,14,12,14,14,14,9,14,14,ARFGEF1
9,-1,-1,9,9,9,-1,9,9,ARFGEF2
12,14,12,8,12,12,9,12,14,ARFIP1
9,9,-1,-1,-1,9,-1,9,9,ARFIP1
13,3,-1,-1,-1,9,-1,13,3,ARFIP1
9,9,9,9,9,9,-1,9,9,ARFIP2
14,14,14,14,15,14,14,12,14,ARGLU1
14,14,12,14,14,12,9,12,12,ARHGAP1
9,-1,-1,3,8,13,-1,9,15,ARHGAP10
9,-1,-1,-1,-1,9,9,9,-1,ARHGAP11A
9,9,9,9,9,9,-1,13,13,ARHGAP12
3,3,3,3,3,12,-1,12,12,ARHGAP12
14,11,11,11,11,6,14,6,3,ARHGAP15
11,12,11,14,14,15,9,14,11,ARHGAP17
8,9,12,3,3,8,-1,8,8,ARHGAP17
13,-1,9,9,6,8,12,13,13,ARHGAP18
12,-1,8,8,8,15,2,14,14,ARHGAP21
9,-1,-1,-1,-1,-1,-1,-1,-1,ARHGAP22
9,9,3,-1,-1,-1,-1,-1,-1,ARHGAP24
3,8,12,-1,9,3,-1,13,9,ARHGAP24
12,11,14,14,15,6,14,6,13,ARHGAP25
9,3,-1,-1,-1,-1,-1,-1,-1,ARHGAP26
3,12,9,9,13,3,-1,3,3,ARHGAP27
11,11,11,11,11,6,14,6,13,ARHGAP30
14,11,14,14,15,6,9,13,13,ARHGAP30
3,12,3,3,3,9,-1,-1,-1,ARHGAP30
9,9,9,9,9,9,9,9,9,ARHGAP5
11,11,14,14,15,6,14,6,3,ARHGAP9
12,11,8,8,12,13,-1,-1,15,ARHGAP9
11,14,14,14,15,7,9,14,11,ARHGDIA
2,11,2,11,2,11,2,11,14,ARHGDIB
3,12,3,3,3,9,-1,9,9,ARHGEF1
3,12,3,3,3,3,9,13,13,ARHGEF1
13,-1,-1,-1,-1,9,9,13,13,ARHGEF10L
9,9,9,9,9,9,14,9,9,ARHGEF10L
13,-1,-1,-1,-1,9,-1,13,13,ARHGEF10L
9,6,-1,-1,-1,9,-1,9,15,ARHGEF11
9,3,-1,-1,-1,9,-1,9,9,ARHGEF11
14,11,11,11,11,11,14,11,11,ARHGEF18
9,-1,9,9,13,9,-1,9,9,ARHGEF19
11,11,11,11,11,15,14,14,14,ARHGEF2
14,8,14,11,11,6,12,12,6,ARHGEF3
12,8,14,14,12,14,14,12,12,ARHGEF7
14,14,14,14,14,14,14,12,12,ARID1A
13,3,9,3,13,3,-1,13,13,ARID2
13,3,9,3,3,3,-1,13,9,ARID2
14,11,12,3,3,12,14,3,7,ARID3A
3,12,8,8,8,8,12,8,7,ARID3B
9,8,9,9,9,13,-1,-1,15,ARID4A
9,12,9,3,13,9,-1,9,9,ARID4A
3,12,3,3,3,3,-1,3,3,ARID4A
3,14,12,8,12,12,14,8,7,ARID4B
9,8,9,3,13,9,-1,9,9,ARID4B
3,12,8,8,8,8,-1,8,7,ARID4B
9,6,-1,9,9,-1,-1,-1,-1,ARID5A
6,-1,14,14,12,6,-1,6,3,ARID5B
13,8,9,3,13,9,-1,9,9,ARIH1
8,8,12,14,14,8,9,8,8,ARIH2
8,-1,12,8,12,14,-1,12,12,ARL1
9,3,-1,-1,-1,-1,-1,-1,-1,ARL11
13,9,9,9,9,9,-1,9,9,ARL13B
13,3,9,9,13,3,14,13,3,ARL15
13,9,-1,9,9,9,14,9,3,ARL15
7,11,11,11,11,7,12,14,14,ARL16
3,3,3,3,3,3,-1,13,3,ARL16
14,9,14,14,15,15,11,14,11,ARL2
14,8,14,11,15,14,9,14,12,ARL2BP
9,-1,9,9,-1,13,-1,-1,-1,ARL4A
9,-1,-1,-1,-1,8,-1,8,8,ARL4A
13,-1,9,9,9,9,-1,9,13,ARL4A
9,-1,3,8,12,13,-1,-1,-1,ARL4C
9,9,9,9,9,9,9,9,9,ARL4D
3,3,3,3,3,3,9,3,3,ARL5A
14,8,14,14,14,14,9,12,12,ARL5A
11,14,11,11,11,11,11,11,11,ARL5A
9,9,-1,9,9,8,-1,3,7,ARL5B
9,9,-1,-1,-1,3,-1,13,3,ARL5B
11,14,11,11,11,11,12,11,2,ARL6IP1
3,9,3,3,8,3,-1,3,3,ARL6IP1
12,8,12,8,12,12,9,8,8,ARL6IP4
12,8,12,14,12,12,9,12,12,ARL6IP4
2,11,2,11,2,11,2,11,2,ARL6IP5
12,12,12,14,12,8,14,3,8,ARL6IP6
14,12,14,14,14,14,12,14,14,ARL8B
12,9,12,8,12,12,-1,8,8,ARMC1
3,9,3,3,13,3,-1,3,3,ARMC10
14,8,12,14,12,8,-1,8,12,ARMC10
9,-1,-1,9,9,13,-1,-1,-1,ARMC5
13,9,9,9,13,9,9,13,13,ARMC6
3,8,3,3,3,8,-1,8,8,ARMC7
9,9,-1,9,9,13,-1,9,15,ARMC8
3,3,3,3,3,3,14,13,3,ARMC8
9,-1,-1,9,9,-1,-1,-1,15,ARMC8
14,12,14,14,15,14,9,14,14,MANF
8,3,3,3,3,3,-1,3,7,ARNT
13,9,9,9,9,9,-1,9,9,ARNT
3,12,9,3,3,9,-1,9,13,ARNTL
14,14,14,14,12,7,12,11,11,ARPC1A
12,12,8,8,8,3,11,13,3,ARPC1B
2,11,2,11,2,2,2,11,2,ARPC2
9,9,9,-1,9,-1,9,9,-1,ARPC2
2,11,11,11,11,15,11,14,11,ARPC3
14,14,12,14,14,12,12,12,12,ARPC4
14,14,14,14,14,14,12,14,14,ARPC4
2,11,11,11,11,11,2,11,2,ARPC5
3,3,12,8,14,8,-1,12,12,ARPC5L
12,12,12,8,12,8,12,8,8,ARPP19
14,14,14,14,15,14,12,14,14,ARPP19
14,12,-1,3,13,8,12,8,8,ARRB1
12,12,3,3,3,8,12,8,8,ARRB1
13,8,-1,9,9,13,-1,-1,-1,ARRB2
14,14,9,8,8,9,-1,-1,15,ARRB2
3,-1,3,3,3,3,-1,13,3,ARRDC2
8,3,8,8,8,13,-1,13,9,ARRDC2
3,12,3,3,3,9,9,13,13,ARRDC3
8,6,9,-1,-1,8,-1,8,8,ARRDC4
13,9,3,3,8,-1,-1,-1,-1,ARRDC5
14,14,11,14,15,15,12,14,14,SRRT
13,6,-1,9,9,3,-1,13,13,ARSA
13,-1,-1,-1,-1,-1,-1,-1,-1,ARSB
13,9,-1,-1,-1,9,-1,9,9,ARSB
3,8,-1,9,9,-1,-1,-1,-1,ARSG
8,-1,12,8,12,8,-1,12,12,ARV1
13,3,9,9,9,9,9,9,9,ASAH1
9,-1,-1,-1,-1,-1,-1,-1,-1,ASAH1
9,3,9,9,9,9,-1,9,9,ASAH2B
12,14,3,3,3,3,12,9,9,ASAP1
11,11,14,14,14,12,2,8,8,ASAP1
14,11,12,8,12,8,11,6,7,ASAP1
9,-1,-1,-1,-1,12,12,12,12,ASAP2
9,-1,9,-1,-1,12,11,12,14,ASAP2
9,-1,9,9,9,3,-1,12,14,ASAP3
9,-1,8,8,8,8,-1,8,3,ASB1
8,-1,9,3,13,12,-1,8,12,ASB13
9,3,9,3,13,9,-1,9,15,ASB6
9,9,-1,9,9,-1,-1,9,13,ASB7
13,3,9,9,9,13,-1,9,9,ASB7
12,12,12,14,12,12,14,8,8,ASB8
8,12,8,8,8,8,14,8,8,ASB8
12,8,14,14,14,6,-1,8,8,ASCC1
14,12,14,14,14,15,11,14,11,ASCC2
8,-1,8,8,12,8,-1,8,7,ASCC3
8,9,3,3,8,3,-1,3,3,ASCC3
9,-1,9,9,9,9,-1,9,9,ASCC3
14,8,3,3,12,8,9,12,3,ASCL2
8,-1,12,14,14,8,14,3,7,ASF1A
3,12,9,9,13,3,-1,3,3,ASF1B
11,-1,6,9,6,13,9,9,15,ASGR1
14,-1,-1,-1,-1,-1,-1,-1,-1,ASGR2
12,-1,-1,-1,-1,-1,-1,-1,-1,ASGR2
9,9,9,9,9,9,9,9,9,ASH1L
14,14,14,14,14,14,12,12,12,ASH2L
9,9,9,9,9,9,-1,9,9,ASNA1
9,3,12,14,12,6,-1,8,8,ASNS
13,3,8,8,8,8,-1,8,7,ASNS
14,14,14,14,15,12,-1,12,12,ASNSD1
9,3,-1,-1,-1,9,-1,13,13,ASPH
3,3,3,3,13,13,-1,13,15,ASPHD2
9,-1,-1,9,9,9,-1,-1,9,ASPSCR1
13,-1,-1,-1,-1,9,-1,9,9,ASRGL1
3,8,8,3,3,11,12,11,11,ASS1
13,3,3,3,3,8,-1,3,7,ASTE1
3,8,12,8,12,8,9,8,7,ASXL1
12,12,12,14,14,12,9,12,12,ASXL2
8,3,12,14,12,8,9,12,12,ATAD1
3,9,8,8,8,3,-1,8,8,ATAD1
9,-1,3,3,3,3,-1,13,13,ATAD2
13,9,9,9,9,9,9,13,13,ATAD2B
13,-1,3,3,13,3,-1,3,7,ATAD3A
9,9,9,9,9,9,-1,9,9,ATE1
8,3,8,8,8,3,-1,3,3,ATF1
13,3,9,3,13,9,-1,9,9,ATF2
11,11,11,11,11,11,2,11,11,ATF4
9,9,9,9,9,-1,-1,-1,-1,ATF4
8,8,8,3,3,3,12,3,3,ATF4
8,9,8,3,3,12,-1,8,7,ATF5
14,14,8,8,12,12,-1,12,12,ATF6
9,9,9,9,9,9,-1,9,9,ATF6B
3,3,3,3,3,9,-1,3,3,ATF6B
9,3,9,9,9,9,9,9,9,ATF7IP
3,12,8,8,8,8,9,3,7,ATG10
14,14,14,14,14,15,14,14,14,ATG12
9,9,9,9,9,9,-1,9,9,ATG12
3,8,8,8,12,12,9,12,12,ATG16L1
3,8,8,8,8,12,-1,12,12,ATG16L1
8,11,3,9,13,9,9,9,9,ATG16L2
8,14,3,8,8,8,-1,8,8,ATG2A
9,9,9,9,9,9,-1,9,9,ATG2B
11,11,14,14,14,14,14,12,14,ATG3
3,3,9,9,9,9,-1,9,15,ATG3
9,9,-1,9,9,13,-1,-1,15,ATG4B
9,-1,-1,-1,-1,-1,-1,-1,-1,ATG4C
12,3,14,8,12,8,9,3,7,ATG4C
9,9,-1,9,9,9,-1,9,9,ATG4D
9,9,-1,9,9,3,-1,13,13,ATG4D
3,3,8,8,8,12,-1,8,8,ATG5
14,12,8,8,8,12,9,12,12,ATG7
8,8,3,3,3,12,14,12,12,ATG9A
8,8,3,3,3,12,14,12,12,ATG9A
9,14,9,9,13,3,-1,9,15,ATHL1
14,3,11,11,11,15,9,14,14,ATIC
9,9,3,9,9,3,14,3,3,ATL1
13,3,9,3,13,3,-1,13,3,ATL2
12,8,3,3,3,8,-1,12,12,ATL3
12,12,14,14,15,6,9,6,9,ATM
8,12,12,14,15,6,9,3,13,ATM
8,9,8,8,8,8,-1,3,7,ATMIN
12,9,12,8,12,8,-1,8,7,ATMIN
13,-1,3,3,13,8,-1,8,8,ATN1
13,-1,-1,-1,-1,9,-1,9,9,ATOH8
14,12,12,8,12,7,12,14,14,ATOX1
13,9,3,3,13,9,-1,13,13,ATP10A
3,8,3,8,8,3,-1,3,3,ATP11B
12,12,12,14,14,12,9,12,8,ATP11B
12,8,12,8,12,14,9,12,12,ATP13A1
13,-1,9,3,13,3,-1,3,3,ATP13A2
12,3,12,14,14,2,9,11,2,ATP1A1
11,12,11,11,11,2,12,11,2,ATP1A1
12,9,8,14,12,11,-1,11,11,ATP1A1
9,9,9,9,9,9,14,9,9,ATP1A3
6,-1,-1,9,-1,11,-1,11,2,ATP1B1
3,-1,9,3,13,2,-1,11,2,ATP1B1
3,-1,9,3,13,11,-1,11,11,ATP1B1
11,3,14,14,15,11,14,11,2,ATP1B3
8,-1,3,3,3,12,-1,14,14,ATP1B3
11,3,14,14,15,11,9,11,2,ATP1B3
3,9,9,3,3,12,-1,12,12,ATP2A2
12,3,3,3,3,15,9,14,14,ATP2A2
3,9,9,3,13,12,9,12,12,ATP2A2
9,8,8,3,3,3,12,8,7,ATP2A3
9,8,3,3,3,9,14,3,13,ATP2A3
8,12,8,3,3,8,-1,8,8,ATP2B1
3,8,3,9,9,3,-1,3,7,ATP2B1
12,12,8,14,15,12,14,8,7,ATP2B4
12,12,3,14,15,8,-1,6,3,ATP2B4
13,-1,9,9,13,9,-1,3,3,ATP2C1
3,3,3,3,3,3,9,3,3,ATP2C1
8,3,3,3,3,8,14,8,8,ATP2C1
2,14,2,11,2,2,12,11,2,ATP5A1
2,12,2,11,2,2,12,11,2,ATP5A1
2,11,2,11,2,2,11,11,2,ATP5B
11,8,14,14,14,15,9,14,11,ATP5C1
3,9,3,3,3,3,-1,3,7,ATP5D
14,8,14,14,15,7,14,14,11,ATP5D
12,8,8,8,8,8,9,8,8,ATP5E
14,8,14,14,14,14,-1,14,14,ATP5F1
2,14,11,11,11,11,12,11,2,ATP5F1
9,-1,-1,-1,-1,3,-1,3,7,ATP5G1
14,9,14,14,14,7,14,11,11,ATP5G1
11,12,11,11,11,7,14,14,11,ATP5G2
9,-1,-1,-1,-1,3,-1,3,7,ATP5G3
11,14,11,11,11,11,12,11,2,ATP5H
11,14,11,11,11,11,14,11,2,ATP5H
11,14,11,11,11,2,11,11,2,ATP5I
3,9,3,3,3,3,-1,3,7,ATP5I
3,3,3,3,3,8,-1,8,12,ATP5J
11,14,11,11,15,11,11,11,11,ATP5J
11,14,11,11,11,11,11,11,2,ATP5J
11,14,11,11,15,11,12,11,11,ATP5J2
11,14,11,11,15,11,12,11,11,ATP5J2
14,8,12,14,14,12,12,12,12,ATP5L
11,14,11,11,11,11,2,11,2,ATP5L
11,12,11,11,11,11,9,11,11,ATP5O
8,-1,8,3,3,3,14,13,3,ATP5S
3,9,3,3,3,3,9,3,3,ATP5S
3,-1,3,3,3,9,14,9,13,ATP5S
12,3,12,14,12,14,-1,12,12,ATP5SL
14,14,14,3,3,15,14,14,14,ATP6V0A1
3,3,8,3,8,8,-1,8,8,ATP6V0A2
11,11,14,14,14,15,14,14,11,ATP6V0B
8,8,3,3,13,3,14,3,3,ATP6V0C
2,11,2,11,11,11,2,11,2,ATP6V0C
14,14,12,8,12,14,14,14,14,ATP6V0D1
9,9,9,9,-1,9,9,13,13,ATP6V0D2
11,11,11,11,11,15,11,14,11,ATP6V0E1
2,11,11,11,11,11,2,11,11,ATP6V0E1
8,-1,14,11,15,6,-1,8,7,ATP6V0E2
11,11,14,14,14,15,12,14,11,ATP6V1A
2,11,14,14,15,11,12,14,11,ATP6V1B2
8,8,3,3,13,3,-1,3,3,ATP6V1C1
9,9,-1,-1,-1,-1,-1,-1,-1,ATP6V1C1
14,14,12,14,14,15,12,14,11,ATP6V1D
11,11,11,11,11,11,2,11,11,ATP6V1E1
11,11,11,11,15,15,2,11,11,ATP6V1E1
3,-1,3,3,3,-1,-1,-1,-1,ATP6V1E2
11,14,11,11,11,15,11,14,14,ATP6V1F
11,11,11,11,11,15,11,14,11,ATP6V1G1
9,9,-1,-1,-1,-1,-1,-1,-1,ATP6V1H
8,8,8,8,8,8,-1,8,8,ATP6V1H
12,8,9,9,9,3,9,13,3,ATP8B4
6,6,6,9,8,11,2,11,2,ATP9A
13,-1,3,3,13,9,-1,13,13,ATP9B
12,3,12,14,14,14,12,14,14,ATPAF1
13,-1,9,9,9,9,-1,9,9,ATPAF2
13,9,9,9,13,9,-1,9,9,CTU1
9,9,9,9,13,9,9,9,9,DPH6
14,12,14,14,15,7,14,14,11,ATPIF1
13,3,9,3,13,3,14,8,8,ATPIF1
13,9,3,3,3,3,-1,13,13,ATRIP
9,-1,3,3,3,13,-1,9,15,ATRIP
13,-1,-1,9,9,3,-1,9,15,ATRN
3,9,9,9,13,8,-1,13,3,ATRN
3,-1,3,3,13,14,-1,3,7,ATRN
8,8,3,8,8,8,9,8,8,ATXN1
8,12,9,3,8,8,9,8,7,ATXN1
3,3,3,3,3,3,9,3,3,ATXN10
13,-1,3,9,13,13,-1,9,15,ATXN10
8,8,8,8,8,8,9,8,8,ATXN1L
12,12,14,14,14,14,14,14,14,ATXN2
8,8,3,3,3,8,-1,8,8,ATXN3
9,9,9,9,13,-1,-1,-1,-1,ATXN7L2
8,12,8,8,12,8,14,8,8,ATXN7L3
3,8,3,3,3,12,-1,12,12,AUH
12,8,8,8,8,12,9,12,12,AUP1
9,-1,-1,9,9,3,-1,8,7,AURKA
9,-1,-1,-1,-1,3,-1,3,7,AURKA
11,11,11,11,11,11,12,11,2,AURKAIP1
9,-1,8,8,12,14,-1,12,12,AUTS2
13,-1,9,3,13,3,-1,13,13,AVEN
13,3,9,9,13,9,-1,13,3,AVL9
9,3,-1,9,9,13,-1,9,13,AVL9
9,9,9,9,9,9,-1,9,9,AVP
3,-1,3,3,3,7,9,14,11,AVPI1
3,12,8,8,12,8,9,8,8,AXIN1
14,11,14,14,14,14,14,12,12,CSRNP1
13,3,8,3,13,3,-1,3,13,CEP131
12,3,3,3,3,3,-1,3,3,AZI2
11,14,11,11,15,7,11,14,14,AZIN1
13,3,9,3,13,9,9,9,9,AZIN1
2,11,2,11,2,2,2,11,2,B2M
13,-1,9,9,9,3,-1,13,13,B3GALNT2
3,8,8,3,8,3,-1,8,8,B3GALT4
8,9,8,8,8,3,-1,3,3,B3GALT6
9,9,9,3,6,9,9,9,-1,B3GAT1
9,-1,9,9,13,13,-1,9,15,B3GAT3
13,-1,8,8,8,8,-1,8,8,B4GAT1
3,8,3,3,8,3,-1,8,8,B3GNT2
6,6,-1,-1,-1,3,-1,13,13,B3GNT5
9,-1,9,-1,-1,3,-1,3,8,B3GNT6
3,12,-1,9,9,8,-1,8,8,B3GNT8
9,8,-1,9,9,-1,-1,-1,-1,B3GNTL1
9,3,9,3,13,9,-1,3,3,B4GALNT4
12,12,14,8,12,3,9,12,12,B4GALT1
8,8,12,14,14,12,9,12,12,B4GALT3
3,3,3,3,3,14,-1,14,14,B4GALT4
14,11,3,8,12,12,9,14,11,B4GALT5
8,-1,8,8,8,8,-1,8,8,B4GALT7
8,14,8,8,8,8,9,8,8,B9D2
9,3,-1,-1,-1,-1,-1,-1,-1,BACH1
13,9,9,9,9,9,-1,3,3,BAD
9,-1,-1,-1,-1,13,-1,9,9,BAG1
13,-1,-1,8,3,3,-1,8,8,BAG3
8,8,8,3,3,8,9,8,7,BAG4
3,3,8,8,8,8,-1,8,7,BAG5
9,9,9,9,13,9,-1,13,13,BAHD1
9,9,9,9,9,9,9,9,9,ADGRB1
13,9,9,9,9,9,9,13,13,BAIAP2
9,9,9,9,-1,9,9,9,9,BAIAP2
9,-1,-1,-1,-1,-1,-1,-1,-1,BAIAP2
13,9,9,9,13,3,-1,3,3,BAK1
14,9,12,14,14,12,-1,6,12,BANF1
13,-1,9,9,13,9,-1,9,9,BANF1
9,-1,14,-1,6,6,14,9,-1,BANK1
3,14,8,3,3,8,-1,3,7,BANP
3,8,8,3,3,8,14,8,7,BAP1
13,-1,8,3,3,3,-1,13,13,BARD1
11,11,11,8,8,6,12,12,6,BASP1
13,8,3,3,13,3,-1,13,13,PRRC2A
8,14,8,8,12,12,9,12,12,PRRC2C
9,9,3,3,3,3,-1,3,13,PRRC2B
12,8,12,8,8,12,14,12,8,BAG6
12,8,12,8,12,12,9,12,12,BAG6
12,12,8,8,8,12,12,12,12,ABHD16A
3,3,3,8,12,13,-1,-1,-1,BATF
9,6,-1,-1,-1,9,-1,3,13,BATF2
3,-1,-1,9,-1,-1,-1,-1,-1,BATF3
8,8,8,8,12,12,9,12,12,BAX
6,-1,9,-1,-1,-1,12,-1,-1,BAX
9,9,9,9,9,9,9,9,9,BAX
14,11,8,8,12,12,-1,8,12,BAZ1A
3,12,3,3,13,3,-1,13,3,BAZ1A
3,3,8,8,8,8,-1,8,7,BAZ1B
9,9,9,9,9,9,9,9,9,BAZ2A
8,14,3,3,3,12,9,8,8,BAZ2B
3,8,3,3,3,3,14,3,3,BBC3
3,3,3,3,3,3,9,8,7,BBS1
9,9,9,9,9,9,-1,9,15,BBS10
3,9,3,8,8,8,-1,3,7,BBS2
8,3,8,8,12,8,-1,8,8,BBS2
9,-1,-1,9,9,-1,-1,-1,9,BBS7
9,-1,-1,9,9,9,-1,9,9,BBS7
13,-1,9,9,13,9,-1,9,13,BBS7
3,9,3,3,3,3,-1,13,3,BBS7
13,-1,3,3,3,9,-1,9,9,BBS9
9,3,9,9,9,-1,-1,-1,-1,BBS9
8,12,14,14,14,8,9,8,7,BBX
3,-1,9,9,13,9,-1,3,3,BCAP29
3,-1,3,3,13,3,-1,3,7,BCAP29
3,-1,8,3,3,3,-1,3,3,BCAP29
3,3,3,3,3,3,-1,13,13,BCAS2
3,9,9,9,6,9,-1,9,9,BCAS2
15,-1,9,-1,-1,-1,12,9,-1,BCAS4
9,9,14,8,14,6,-1,6,13,BCAS4
13,9,11,14,14,6,-1,6,13,BCAS4
8,9,9,9,-1,13,-1,9,15,BCAT1
8,-1,8,8,8,8,-1,12,12,BCAT2
12,3,12,14,14,12,-1,12,12,BCCIP
8,-1,8,8,8,8,-1,3,7,BCCIP
8,9,8,8,8,8,-1,3,8,BCCIP
9,-1,-1,9,9,9,-1,9,9,BCCIP
3,3,8,8,8,8,-1,3,7,BCDIN3D
14,8,14,14,14,8,-1,8,8,BCKDHA
9,-1,3,3,3,3,-1,3,8,BCKDHB
9,-1,3,3,3,3,-1,3,8,BCKDHB
13,9,8,3,3,3,-1,3,8,BCKDHB
11,14,14,14,14,15,12,14,14,BCKDK
13,8,9,9,9,9,-1,3,3,BCL10
9,9,9,9,9,9,9,9,9,LOC646626
8,9,11,9,6,12,-1,6,7,BCL11A
9,-1,8,-1,-1,-1,-1,-1,-1,BCL11A
12,3,11,3,6,14,9,12,8,BCL11A
3,9,14,9,9,9,-1,9,9,BCL11A
9,-1,14,14,14,6,-1,3,3,BCL2
13,9,11,11,15,6,-1,6,7,BCL2
8,12,9,9,13,13,-1,-1,-1,BCL2A1
8,8,8,8,12,15,11,14,14,BCL2L1
13,3,9,9,9,-1,-1,-1,-1,BCL2L11
8,8,12,8,12,8,-1,8,7,BCL2L12
3,8,8,8,12,3,-1,3,3,BCL2L12
14,12,14,14,14,14,14,14,14,BCL2L13
3,-1,9,-1,-1,14,12,14,12,BCL2L2
12,11,3,3,3,14,-1,12,12,BCL3
14,11,12,3,3,6,14,6,13,BCL6
13,9,9,3,3,3,-1,13,13,BCL7B
8,3,8,8,12,8,9,8,8,BCL7B
3,9,3,8,8,3,-1,3,3,BCL7C
3,3,3,8,8,8,14,8,7,BCL9
9,9,9,3,3,9,-1,9,9,BCL9L
14,14,14,14,15,15,9,14,14,BCLAF1
8,12,8,8,8,8,-1,3,7,BCLAF1
3,8,8,3,3,3,-1,3,3,BCLAF1
9,-1,9,9,9,9,-1,13,9,BCS1L
12,14,12,14,14,14,12,14,14,BECN1
9,-1,9,-1,-1,-1,-1,-1,-1,BEND3
9,8,-1,-1,-1,15,9,8,8,BEND7
3,14,-1,-1,-1,-1,-1,-1,-1,BEST1
3,-1,3,3,3,8,14,3,3,BET1
13,3,3,3,3,3,-1,3,3,BET1L
8,9,8,8,8,8,-1,8,8,BFAR
14,14,12,14,15,14,14,14,14,BHLHE40
12,14,12,8,8,3,11,3,7,BICD2
8,12,-1,3,13,13,9,9,15,BID
14,14,3,8,8,3,12,3,13,BID
9,9,9,9,9,9,-1,9,9,BID
3,9,14,14,15,8,9,8,8,BIN1
3,9,14,11,15,8,-1,8,8,BIN1
15,12,9,3,6,-1,12,-1,-1,BIN2
9,6,-1,9,9,9,-1,9,9,BIN3
14,14,12,14,14,14,14,14,14,BIRC2
8,8,3,8,8,8,14,8,8,BIRC2
15,14,11,14,14,15,9,12,12,BIRC3
8,6,11,11,14,7,-1,12,12,BIRC3
9,-1,12,8,3,8,-1,13,13,BIRC3
3,8,8,8,8,8,-1,8,7,BIRC6
9,-1,9,3,8,8,14,8,7,BIVM
9,-1,9,3,8,8,14,8,7,BIVM
12,8,14,14,12,12,-1,14,12,BLCAP
9,-1,9,9,9,13,-1,9,15,BLM
8,-1,8,8,12,8,-1,3,7,BLMH
14,12,12,8,12,-1,9,14,14,BLOC1S1
9,9,9,-1,-1,-1,9,-1,-1,BLOC1S2
11,8,8,14,12,8,9,6,3,BLVRA
6,12,12,8,8,8,-1,3,3,BLZF1
7,11,11,11,11,11,11,11,11,BLZF1
8,9,3,-1,-1,8,-1,9,13,BMF
3,9,3,-1,-1,3,-1,9,13,BMF
9,-1,-1,-1,-1,3,-1,3,7,BMP1
8,12,8,-1,9,3,-1,13,3,BMP2K
8,12,8,9,9,3,-1,3,3,BMP2K
9,3,9,-1,-1,9,-1,9,9,BMP2K
9,-1,9,9,9,8,-1,6,7,BMP4
6,6,6,3,6,8,-1,6,7,BMP8B
9,-1,3,3,3,8,-1,8,8,BMPR1A
8,-1,8,8,8,12,-1,12,8,BMPR2
8,-1,3,3,3,8,-1,8,8,BMPR2
12,-1,14,14,14,14,9,12,12,BMS1
15,11,11,11,11,15,11,14,14,BMS1P5
9,-1,9,9,13,9,-1,9,9,BNIP1
9,-1,9,9,13,13,-1,9,15,BNIP1
14,14,14,14,14,8,11,3,3,BNIP2
3,9,8,14,12,12,12,3,3,BNIP3
14,12,12,8,8,8,12,8,7,BNIP3L
11,14,14,14,12,12,11,12,12,BNIP3L
8,8,9,9,13,12,14,12,8,BOK
9,-1,9,9,9,9,-1,9,15,BOLA1
8,9,12,14,14,14,9,14,14,BOLA3
8,9,12,14,14,14,9,14,14,BOLA3
13,9,9,9,13,9,-1,9,9,BRD7P3
13,3,9,3,3,13,9,9,9,BPGM
9,-1,-1,9,9,-1,-1,-1,-1,BPGM
13,-1,3,3,3,14,-1,3,8,BPHL
3,3,-1,-1,-1,-1,-1,-1,-1,BPI
6,8,9,9,9,-1,-1,-1,-1,BPTF
9,3,9,9,9,9,9,9,9,BRCA1
3,8,3,3,3,3,9,3,3,BRD1
14,11,11,11,11,7,12,11,11,BRD2
8,12,8,8,8,8,12,8,7,BRD3
8,8,8,8,8,12,9,8,8,BRD7
12,8,8,8,12,12,-1,8,8,BRD7
8,8,8,8,8,8,9,8,8,BRD7
3,12,3,8,8,12,9,8,8,BRD8
3,12,3,3,3,3,-1,3,3,BRD8
14,12,14,14,14,14,14,14,12,BRD9
12,8,8,8,12,8,14,8,8,BRE
12,8,12,8,12,8,14,8,8,BRE
