CD14,CD15,IL,CD4,CD8,CD19,PLA,RE,TR,V1
6,6,6,6,6,8,5,6,6,BZW2
10,5,5,10,10,10,10,5,5,ANAPC16
6,6,6,6,6,8,8,11,11,C10orf105
10,10,10,10,10,5,10,5,10,C10orf11
3,5,3,3,3,3,10,3,3,CCDC186
8,8,6,6,6,8,8,11,11,MCMBP
10,6,10,10,10,10,8,10,10,C10orf12
10,6,10,10,10,5,3,10,10,FUOM
3,10,5,3,5,5,3,5,5,EDRF1
5,5,3,5,5,5,5,3,3,C10orf2
12,2,2,12,12,3,10,12,3,WBP1L
10,6,10,8,8,8,8,10,10,FRA10AC1
3,5,3,3,3,3,3,3,3,FRA10AC1
5,10,5,5,5,5,8,5,5,CACUL1
10,6,6,11,6,8,5,11,11,PROSER2
5,10,5,10,10,10,3,5,10,PROSER2
8,5,8,6,8,8,8,8,8,LINC00202-1
6,6,6,11,6,10,8,6,11,C10orf54
6,6,6,11,6,10,8,6,6,TMEM254
6,6,6,11,10,10,8,11,11,FAM213A
6,6,6,11,10,10,8,6,6,RNLS
3,5,3,3,3,3,5,3,3,RNLS
5,5,10,5,5,5,12,10,10,RNLS
12,3,3,12,12,3,6,3,5,SLF2
3,3,10,10,10,10,5,10,10,TCTN3
3,8,10,3,3,3,10,10,11,TCTN3
8,8,8,6,8,8,5,6,6,WDFY4
5,5,8,11,6,8,8,8,8,FAM170B
8,8,8,6,6,8,6,8,8,C10orf76
8,8,8,6,8,8,12,8,8,SFR1
8,8,8,8,8,8,8,8,8,SFR1
8,8,6,8,8,8,8,11,6,FAM204A
5,10,5,10,5,10,8,5,3,C10orf88
8,8,3,8,8,8,8,3,3,C11orf1
8,8,8,8,8,8,8,8,8,TMEM258
6,8,10,11,6,10,3,10,10,AKIP1
10,6,10,10,10,10,8,10,10,AKIP1
11,2,12,12,12,2,10,3,3,AKIP1
6,10,6,11,6,10,8,11,11,VPS51
8,6,8,8,8,8,8,8,8,C11orf21
12,3,12,12,3,3,5,12,3,C11orf24
3,5,3,3,3,3,5,3,3,ARL14EP
5,8,3,3,3,5,8,3,5,C11orf49
3,5,3,5,3,5,10,3,3,ANAPC15
10,10,10,10,10,10,8,10,10,C11orf54
10,10,3,5,5,5,6,3,3,C11orf54
5,3,10,5,5,5,6,10,10,C11orf57
5,5,5,5,5,5,6,5,5,C11orf58
3,8,10,10,5,3,8,10,10,C11orf58
10,10,10,11,10,10,8,10,10,C11orf58
10,8,10,11,6,10,8,11,11,LAMTOR1
10,6,6,11,6,10,5,6,6,IFT46
5,6,10,10,10,10,5,10,10,MSANTD2
12,5,12,12,12,2,12,12,3,C11orf63
6,8,10,3,3,5,10,10,10,C11orf63
10,10,10,10,5,5,5,5,5,AAMDC
5,10,10,10,10,10,8,10,11,C11orf68
2,10,2,12,12,2,2,2,2,C11orf71
3,3,10,11,10,10,8,10,10,C11orf73
5,8,9,3,3,5,5,9,11,C11orf73
12,3,9,12,12,3,9,9,11,C11orf74
12,3,1,3,3,3,3,6,1,SMCO4
5,5,3,5,5,3,5,3,3,DDIAS
3,2,8,10,10,5,3,8,8,UQCC3
5,3,5,5,5,5,5,10,10,C11orf84
10,6,10,10,10,10,8,10,10,C12orf10
5,6,10,10,5,10,8,5,5,ASUN
8,8,12,10,10,8,8,10,11,ASUN
6,8,8,11,6,8,8,8,8,FAM216A
5,10,10,10,10,10,8,10,10,METTL25
5,10,10,10,10,10,8,10,10,C12orf29
5,8,6,11,10,10,12,10,10,NAA25
3,5,3,3,3,3,3,3,3,LLPH
12,5,10,10,10,10,10,8,6,RHNO1
5,10,6,5,5,5,10,6,6,KIAA1551
5,10,1,8,8,8,8,6,6,KIAA1551
12,3,3,12,12,3,10,3,3,C12orf4
6,8,6,11,6,10,8,11,11,C12orf40
8,8,8,8,8,8,8,8,8,KANSL2
8,8,8,8,8,8,8,8,8,C12orf43
8,8,8,8,8,8,8,8,8,ATG101
8,8,8,8,8,8,8,8,8,C12orf45
8,8,8,8,8,8,8,8,8,MAPKAPK5-AS1
8,8,8,8,8,8,8,8,8,PARPBP
3,5,5,5,5,5,5,5,5,C12orf49
3,10,1,6,8,10,12,8,1,TIGAR
3,10,3,3,3,10,10,12,2,HECTD4
5,6,3,3,3,10,12,12,2,RITA1
10,10,6,10,5,10,8,11,11,C12orf57
11,3,12,9,3,3,10,3,3,COX14
2,2,13,13,12,2,9,12,3,C12orf65
8,8,8,8,8,8,8,8,8,C12orf76
8,6,6,11,6,8,8,11,11,C12orf76
6,6,8,11,5,10,8,8,8,ERP29
6,6,8,6,6,10,5,8,8,SPRYD7
5,10,10,10,10,5,12,11,11,RGCC
12,3,3,3,3,2,2,3,5,KIAA0226L
3,5,3,5,5,5,5,3,3,KIAA0226L
10,6,6,10,10,5,10,11,11,PROSER1
12,10,12,10,10,5,12,12,3,PROSER1
10,6,3,10,10,10,8,5,5,TEX30
2,2,5,11,6,5,9,3,3,LACC1
5,6,6,10,10,10,3,11,11,BORA
5,10,3,5,5,10,3,3,5,MZT1
5,8,5,5,5,5,8,5,5,RNF219
5,5,3,10,10,10,8,12,3,JKAMP
12,6,12,3,3,3,2,12,2,TMEM260
10,10,10,10,10,10,5,11,11,NRDE2
5,10,3,3,3,5,6,3,5,NRDE2
5,10,5,5,5,5,12,5,5,DNAAF2
5,10,5,5,5,5,6,5,5,MIS18BP1
3,3,3,10,10,10,12,3,3,TMEM251
5,3,5,3,3,3,10,5,5,TMEM251
6,10,8,11,6,10,8,6,6,EAPP
5,3,10,3,3,5,10,10,10,GPATCH2L
10,8,5,3,3,5,8,5,5,HEATR5A
8,8,8,8,8,8,8,8,8,GSKIP
10,8,10,10,10,10,10,5,5,GSKIP
5,3,10,10,5,10,10,11,11,VIPAS39
5,5,10,5,5,5,5,5,10,PCNX4
6,8,6,6,6,8,8,6,6,PCNX4
10,10,10,10,10,10,8,10,11,VCPKMT
10,8,8,6,6,3,8,6,8,VCPKMT
5,5,5,5,5,5,10,5,5,LINC00341
2,2,12,3,5,3,12,3,3,C14orf142
3,6,3,3,3,3,3,12,3,EFCAB11
6,6,6,11,6,10,8,11,11,CEP128
8,8,8,8,8,8,8,8,8,SPTSSA
8,8,8,6,6,8,5,8,8,L3HYPDH
5,10,5,5,5,5,8,5,5,APOPT1
5,10,10,11,6,10,8,10,10,SLIRP
3,10,12,3,3,3,3,12,3,C14orf159
3,10,12,12,12,3,5,12,2,C14orf166
2,3,2,2,2,2,2,2,2,DHRS4-AS1
2,2,2,2,2,2,2,2,2,DHRS4-AS1
2,3,2,2,2,2,6,2,2,C14orf169
2,10,2,2,2,2,9,2,2,INF2
2,10,2,2,2,2,9,12,2,SAMD15
5,5,5,12,12,3,3,5,10,IFT43
12,5,3,12,12,2,3,3,3,IGBP1P1
10,8,6,5,5,5,8,11,11,C14orf2
2,5,2,2,2,2,12,2,2,NOP9
2,2,12,3,12,3,9,12,2,C14orf28
8,8,8,8,8,8,8,6,8,MAPK1IP1L
3,5,3,3,3,3,3,5,3,IRF2BPL
3,6,5,5,5,5,10,5,5,ELMSAN1
3,2,3,12,12,3,2,3,3,ELMSAN1
12,2,12,2,12,2,6,12,2,C14orf80
3,3,3,3,3,3,12,3,3,ITPK1-AS1
3,8,5,3,3,3,3,5,5,C14orf93
12,5,12,12,12,3,2,12,2,FAM219B
8,8,8,8,8,8,8,8,8,HMGN2P46
5,3,3,5,5,5,3,5,5,EMC7
5,8,10,5,5,5,8,10,10,KATNBL1
10,8,10,10,10,10,10,10,10,HEXA-AS1
10,6,10,11,10,10,5,11,11,ARPIN
10,5,5,10,10,5,10,5,10,C15orf39
12,10,12,12,12,2,10,12,2,C15orf40
12,5,12,12,12,2,3,12,3,VWA9
2,6,2,2,2,2,9,2,2,VWA9
12,10,3,12,12,2,10,3,3,VWA9
12,10,3,12,12,3,5,3,5,VWA9
12,10,3,12,12,2,5,3,3,C15orf48
3,6,3,3,3,3,5,3,3,C15orf57
10,8,10,10,10,10,8,11,10,C16orf13
12,5,12,12,12,2,5,12,2,C16orf13
2,5,12,2,2,2,9,12,2,SNRNP25
2,3,2,2,2,2,12,2,2,NPRL3
12,6,3,3,3,3,5,5,5,PTX4
12,6,3,12,12,3,3,5,5,TSR3
12,3,2,2,2,2,12,12,2,ENKD1
3,3,3,3,3,3,3,3,3,CDIP1
12,5,12,2,2,2,5,12,3,PAGR1
3,5,3,5,5,5,3,3,3,PAGR1
12,3,3,3,3,10,3,5,3,C16orf54
3,3,10,5,5,8,3,10,10,CENPT
3,5,3,5,5,5,5,3,3,USB1
2,2,2,2,2,2,2,2,2,C16orf58
10,10,10,10,10,10,10,10,10,CMC2
12,2,12,12,12,2,2,12,2,C16orf62
10,10,10,11,6,10,12,5,5,FOPNL
12,3,12,12,12,3,10,12,2,METTL22
3,5,3,3,3,3,5,3,3,CNEP1R1
5,6,5,5,5,5,8,5,5,VPS9D1
6,8,6,11,6,8,8,11,11,C16orf70
3,10,3,5,5,5,3,3,3,C16orf72
12,3,3,12,12,3,12,3,3,C16orf74
3,3,1,3,5,5,10,6,6,CFAP20
5,5,10,5,5,10,5,11,11,C16orf86
10,6,10,11,6,10,8,10,10,C16orf87
5,8,5,3,3,3,3,5,10,C16orf91
8,8,8,8,8,8,8,6,6,CCDC189
5,5,5,3,3,5,5,5,10,C17orf100
12,5,1,12,12,3,10,6,6,OGFOD3
3,3,8,6,8,8,3,8,8,OGFOD3
8,6,6,6,8,8,5,6,6,MIEN1
2,3,2,2,2,2,6,2,2,PIK3R6
8,6,6,6,6,8,8,6,6,GID4
12,5,5,5,5,5,3,5,5,GID4
8,6,8,11,6,8,8,8,1,TEFM
8,6,8,6,6,8,5,8,8,LRRC75A-AS1
6,8,10,8,8,10,8,11,10,C17orf47
8,8,8,6,8,8,8,6,6,ADPRM
8,8,6,8,8,8,5,6,6,C17orf51
8,8,8,6,6,10,8,8,8,ENTHD2
12,3,2,3,3,3,12,12,2,C17orf58
8,8,5,8,8,8,8,10,10,C17orf58
3,9,3,5,10,5,5,10,5,C17orf58
11,9,9,9,5,9,8,9,9,BORCS6
8,6,6,6,6,8,8,6,6,TMEM256
3,6,5,10,10,5,5,10,10,C17orf62
3,10,3,12,3,3,3,12,3,FAM222B
3,10,5,3,3,3,5,5,5,ASB16-AS1
3,5,6,10,10,10,10,11,11,CTC1
5,5,6,10,10,10,10,11,11,CTC1
2,5,12,2,2,2,10,12,2,CTC1
12,10,3,12,12,3,12,3,3,FAAP100
3,6,9,12,12,3,3,5,5,SMG8
10,6,6,11,6,10,8,10,11,C17orf78
3,5,3,3,3,3,5,3,3,COPRS
3,10,12,3,3,3,6,3,2,C17orf80
3,10,12,3,3,3,5,12,2,ELP5
5,10,3,2,2,2,9,3,3,ELP5
9,10,9,2,2,2,3,9,9,NCBP3
3,5,5,5,10,5,10,3,5,SCIMP
12,3,6,3,3,5,3,6,6,SCIMP
2,2,9,12,12,2,9,9,6,FAM215A
5,5,5,9,10,5,5,5,5,OXLD1
10,6,6,11,6,10,8,11,11,OXLD1
3,6,9,2,2,2,6,9,9,MIR22HG
3,3,3,3,3,3,10,3,3,PRAC2
3,5,3,3,3,3,3,3,3,METTL23
10,10,10,10,10,5,8,10,10,METTL23
10,6,10,10,10,10,8,10,10,METTL23
6,8,8,6,6,8,8,8,8,C17orf97
5,10,5,5,5,5,3,5,5,C17orf97
10,6,5,8,8,8,8,5,5,LDLRAD4
8,8,8,8,8,8,8,8,8,TPGS2
8,8,8,8,8,8,8,8,8,LINC00526
12,5,2,2,2,2,5,2,2,FAM210A
6,6,6,8,8,8,10,10,11,C18orf21
5,3,3,10,10,10,12,3,3,RBFA
2,2,2,2,2,2,2,2,2,C18orf25
10,5,10,10,10,10,8,5,5,C18orf54
10,5,10,10,10,10,5,10,10,TIMM21
10,10,6,11,6,10,8,11,11,TIMM21
3,3,13,9,3,3,6,5,5,C18orf8
5,6,10,11,10,8,8,10,10,MYDGF
10,6,6,11,10,10,8,11,11,C19orf12
3,3,3,12,12,3,10,5,3,C19orf12
10,6,6,10,5,10,5,6,11,C19orf12
6,8,10,8,8,8,8,11,11,URI1
3,6,3,3,3,3,5,5,5,MISP
3,3,5,3,3,3,3,5,10,R3HDM4
8,8,1,12,12,3,12,9,6,C19orf24
8,8,8,8,8,8,8,8,1,C19orf25
12,2,2,2,2,2,6,2,2,CBARP
5,10,10,5,5,10,8,11,11,MFSD12
6,8,8,8,8,8,8,11,11,CACTIN
9,2,3,12,12,3,6,3,5,CACTIN
12,3,12,3,3,3,10,12,2,MIR7-3HG
5,5,5,5,5,5,8,3,5,C19orf38
5,3,5,5,5,5,5,5,5,FAAP24
6,3,10,11,10,10,8,10,10,SMIM7
5,2,1,5,5,10,3,6,6,C19orf43
10,10,6,6,6,10,8,10,11,C19orf43
6,6,10,6,6,8,8,8,8,C19orf47
10,10,10,11,10,10,8,10,10,C19orf48
6,6,6,11,10,10,8,11,11,KXD1
5,5,10,5,5,3,5,10,10,C19orf52
10,6,10,11,10,10,5,11,10,C19orf53
10,3,5,10,10,10,3,10,10,C19orf54
8,8,6,6,8,8,8,6,6,WDR83OS
10,6,10,10,5,5,3,10,10,C19orf57
10,8,10,11,5,10,8,10,10,MCEMP1
9,3,3,9,3,3,10,5,10,TMEM259
6,6,8,8,8,8,8,8,8,C19orf60
2,2,2,2,2,2,2,2,2,C19orf60
6,6,6,11,6,10,8,11,11,SMG9
6,6,10,11,6,10,3,10,10,BABAM1
5,6,10,10,10,10,10,10,10,BABAM1
10,5,8,8,8,8,8,8,8,EMC10
5,6,5,5,5,5,12,5,10,C19orf66
3,10,1,11,6,3,8,8,8,C19orf70
8,8,8,8,8,5,5,8,8,C19orf71
3,5,3,5,5,5,6,3,3,C1D
10,8,5,10,10,10,8,10,10,C1GALT1
8,8,8,8,8,8,8,8,8,DIEXF
6,6,6,6,6,8,5,6,6,C1orf109
3,3,3,3,3,3,6,3,3,C1orf112
9,5,5,9,10,5,5,9,10,C1orf115
8,6,5,5,3,3,2,3,5,C1orf122
10,5,8,8,8,8,8,8,8,C1orf123
3,3,10,9,5,5,3,11,11,SPRTN
3,3,10,5,5,5,3,11,11,SPRTN
10,10,10,10,5,5,8,10,10,PITHD1
5,2,10,5,5,5,5,10,10,C1orf131
8,8,8,8,8,8,8,8,8,SZRD1
6,8,6,6,8,8,10,6,6,MINOS1
3,3,1,11,6,3,3,9,6,METTL18
3,2,1,12,12,3,10,8,1,C1orf162
8,8,8,8,8,8,8,8,8,COA7
8,8,8,8,8,8,8,8,8,MUL1
8,8,8,8,8,8,8,8,8,KDF1
9,3,5,9,5,3,5,9,10,C1orf174
8,6,6,6,8,8,10,6,6,LEXM
3,5,10,5,5,5,12,10,10,TSEN15
10,3,10,11,10,8,8,10,10,C1orf198
12,5,12,3,3,2,3,3,3,STPG1
3,10,3,3,3,3,10,3,3,ATP1A1-AS1
5,5,10,11,10,10,3,10,10,C1orf204
8,8,8,8,8,8,8,6,6,C1orf210
10,10,10,10,10,10,5,10,10,SMIM12
2,2,2,2,2,2,12,2,2,STMN1
10,5,10,10,10,10,5,11,11,C1orf216
8,6,8,8,8,8,5,8,8,DENND1B
10,5,10,10,10,5,8,10,10,TRMT1L
6,10,6,8,8,8,8,11,11,TRMT1L
10,5,8,6,6,8,8,8,8,SWT1
12,2,5,3,3,5,3,10,5,C1orf27
3,3,3,5,5,3,3,5,5,COA6
5,5,10,10,10,5,3,10,10,C1orf35
10,10,5,10,10,5,5,5,5,THEMIS2
8,8,6,6,8,8,8,11,11,HSPB11
10,10,10,10,10,10,8,10,10,C1orf43
8,8,8,6,8,8,8,8,8,C1orf43
5,6,5,5,5,5,6,5,5,C1orf50
10,10,5,10,10,10,8,10,5,C1orf52
6,6,6,6,6,10,5,6,6,C1orf53
5,10,5,5,5,5,5,10,10,C1orf54
6,8,10,10,10,10,8,10,11,SDE2
10,6,10,11,6,8,5,10,10,NTPCR
10,10,10,10,5,5,8,11,11,HENMT1
8,8,8,8,8,8,8,8,8,RSRP1
2,3,1,10,10,9,6,6,8,RRNAD1
10,5,6,6,8,5,8,6,8,CNST
6,2,6,6,6,8,10,6,6,C1orf74
12,2,12,5,10,5,3,12,2,CHTOP
2,2,8,3,5,9,12,8,1,TCEANC2
8,8,1,8,8,5,8,6,8,GLMP
5,10,5,5,5,5,8,5,3,FAAP20
12,3,12,12,12,3,9,12,2,FAAP20
10,6,5,11,10,10,8,5,10,PIFO
6,8,8,8,8,8,8,8,8,SUCO
5,10,5,5,5,5,5,5,5,TMEM234
12,3,1,3,3,3,2,11,6,FAM213B
10,10,8,11,6,8,12,8,1,STUM
3,5,8,8,8,8,3,8,8,CCSAP
8,8,8,8,8,8,8,8,8,LINC00467
3,10,3,11,10,10,10,3,3,LINC00467
3,2,1,12,12,3,10,6,6,C1QA
8,8,8,8,8,8,5,6,6,C1QB
8,8,8,8,8,8,5,8,8,C1QBP
10,10,6,10,10,10,8,11,11,C1QC
2,2,3,10,10,10,9,5,5,C1QL2
2,2,8,11,5,3,9,8,8,C1QTNF6
2,2,1,10,3,3,9,8,1,C1RL
10,10,8,11,6,8,5,6,8,C2
8,8,8,8,8,8,8,8,8,TOX2
3,10,3,3,3,3,3,3,3,LAMP5
5,10,6,11,10,5,8,11,11,FAM210B
10,10,10,10,10,10,5,10,10,GID8
10,6,5,5,5,5,3,10,5,OSER1
8,8,8,8,8,8,8,8,8,SOGA1
6,8,6,6,6,8,5,11,11,FAM217B
9,3,5,9,3,3,5,10,10,C20orf194
6,10,8,6,8,8,8,6,6,C20orf196
5,5,10,5,5,5,10,5,5,ZFAS1
3,5,10,10,10,10,12,5,5,MRGBP
12,3,3,3,5,5,6,3,3,C20orf27
3,5,5,3,3,5,10,5,5,AP5S1
8,9,8,8,8,8,8,8,8,APMAP
3,3,1,3,3,3,12,6,6,TMEM230
5,5,10,11,10,10,5,10,10,TMEM230
10,6,10,10,10,10,12,10,10,AAR2
8,8,8,8,8,8,8,8,8,RTFDC1
10,6,3,6,5,8,3,3,3,PRELID3B
2,2,3,11,6,9,9,12,3,LINC00029
8,8,8,6,6,8,8,6,6,ROMO1
10,5,5,9,5,5,10,9,10,FAM110A
8,8,8,8,8,8,8,8,8,LINC01620
5,3,10,10,10,10,5,10,10,NDUFAF5
3,2,12,12,12,2,12,12,3,MGME1
8,8,8,8,8,8,8,8,8,SLX4IP
6,10,8,11,6,10,8,8,1,URB1-AS1
8,8,8,8,8,8,8,8,8,SSR4P1
2,10,12,2,2,2,6,12,3,UMODL1-AS1
8,6,8,6,6,8,8,8,1,C21orf2
5,3,5,5,5,10,5,5,5,C21orf33
12,2,3,12,12,2,12,12,3,C21orf33
5,6,3,6,6,8,8,10,5,C21orf33
8,8,8,8,8,8,8,8,8,MIR99AHG
5,8,5,5,5,5,8,5,5,LINC01549
12,3,9,12,12,3,9,3,5,MIS18A
5,3,10,11,6,8,8,5,10,SPATC1L
2,2,9,9,5,3,9,9,9,YBEY
8,8,8,8,8,8,8,8,8,YBEY
5,5,5,5,5,5,10,5,10,YBEY
3,3,5,3,3,3,5,10,10,C21orf58
6,10,10,5,5,5,8,10,10,C21orf59
3,2,3,5,3,5,6,3,3,C21orf59
8,8,6,11,6,10,8,11,6,EVA1C
10,10,5,5,10,5,8,10,5,PAXBP1
12,2,5,10,5,5,9,5,5,PAXBP1
6,8,5,8,8,8,6,10,11,PAXBP1
5,5,5,5,5,5,10,5,5,PAXBP1
8,8,8,8,8,8,8,8,8,MAP3K7CL
5,10,9,6,6,8,8,9,11,FAM207A
8,8,8,8,8,8,8,8,8,FAM207A
12,3,12,10,10,10,6,12,2,C21orf91
12,2,12,9,5,3,2,12,3,C21orf91
2,2,2,2,2,2,2,2,2,GUCD1
2,2,2,2,2,2,2,2,2,TANGO2
2,2,2,2,2,2,2,2,2,MORC2-AS1
5,8,10,6,8,8,8,10,10,RTCB
6,10,8,8,8,8,8,6,8,PRR14L
6,8,6,6,6,8,8,6,6,SMDT1
6,6,6,6,6,8,10,6,6,TEX33
12,10,1,12,12,3,6,9,1,C22orf39
12,2,1,12,12,9,6,9,6,CDPF1
6,8,10,6,6,8,8,11,11,KIAA0930
3,6,10,5,5,5,5,10,10,C2CD2
6,8,6,6,6,8,5,6,6,SLC35F6
10,8,6,8,8,8,8,11,11,CNPPD1
8,6,6,6,8,8,10,11,6,MMADHC
8,8,8,8,8,8,8,6,6,MMADHC
3,10,3,3,3,5,12,5,3,ATRAID
10,6,10,10,10,10,10,10,10,ATRAID
10,6,10,10,10,10,10,10,10,CNOT11
5,3,10,6,8,10,5,10,10,ERLEC1
6,3,10,11,10,8,5,10,10,CAMKMT
10,10,6,11,6,10,10,6,6,DCAF17
12,2,12,12,12,3,2,12,3,C2orf42
6,6,10,6,6,8,12,10,10,LDAH
6,6,5,6,6,8,6,5,10,WDCP
5,5,10,10,10,10,3,11,11,C2orf47
3,3,12,5,3,5,12,12,2,C2orf49
8,8,8,11,8,8,8,10,11,KIAA1211L
3,5,5,10,5,10,8,5,5,NDUFAF7
12,5,3,5,5,5,3,5,10,NDUFAF7
8,6,5,10,10,8,5,5,5,C2orf57
6,6,6,6,10,10,5,11,11,COA5
8,8,8,8,8,8,8,8,8,C2orf68
10,6,5,5,5,10,5,5,5,C2orf69
12,5,12,3,3,5,12,12,3,PRADC1
2,3,2,12,12,3,6,12,2,C2orf76
3,5,1,6,6,3,3,8,1,PTRHD1
5,5,10,5,5,10,8,10,10,TRABD2A
3,10,5,3,3,5,3,5,5,C3AR1
3,3,3,3,3,3,12,3,3,TIMMDC1
10,10,10,11,6,10,8,11,10,BRK1
5,10,8,8,8,10,8,8,8,C3orf14
12,2,12,12,12,5,9,3,3,C3orf14
5,9,9,3,3,5,3,6,6,NEPRO
10,3,1,5,3,8,3,8,1,NEPRO
12,2,10,10,10,5,9,10,10,CCDC174
10,5,10,10,10,5,8,10,10,C3orf22
6,8,5,11,6,8,8,11,11,TCAIM
10,8,10,11,10,10,8,10,10,TCAIM
6,6,10,11,10,10,5,6,11,CMSS1
8,6,8,8,8,8,8,8,8,CMSS1
5,6,3,3,3,3,5,3,5,TAMM41
10,10,10,6,6,8,5,10,10,CEP19
12,3,12,12,12,2,5,12,2,CEP19
8,8,8,8,8,8,10,8,8,C3orf36
8,8,8,8,8,8,8,8,8,HMCES
6,8,10,8,6,10,10,10,10,C3orf38
6,8,8,8,8,8,8,6,8,C3orf38
10,10,6,11,6,10,8,11,6,POMGNT2
10,8,10,11,6,10,8,11,10,NUP210P1
12,2,2,12,12,3,12,2,2,FAM212A
2,2,9,2,2,9,9,9,9,C3orf58
3,8,1,12,12,9,3,6,1,MB21D2
3,6,1,3,3,8,8,6,6,NDUFAF3
8,8,8,8,8,8,8,8,8,C3orf62
12,5,3,5,5,5,3,3,3,FAM208A
3,5,5,10,10,5,3,5,5,EOGT
3,5,3,3,3,5,5,3,3,EOGT
3,5,3,3,3,3,3,3,3,ARIH2OS
12,3,1,5,5,5,3,8,1,ELP6
2,2,9,12,12,3,9,3,5,ELP6
6,8,6,11,6,10,8,6,6,ELP6
2,2,2,12,12,3,9,3,3,NOP14-AS1
5,8,10,10,5,5,10,10,10,NOA1
12,5,12,12,12,3,6,12,2,AP1AR
3,5,5,5,5,5,3,5,5,AP1AR
12,3,12,3,3,3,10,12,2,FAM198B
2,10,2,2,2,2,12,2,2,FAM198B
12,10,12,12,12,3,3,12,2,TRMT44
3,5,3,5,5,5,3,3,3,TRMT44
5,3,1,10,10,10,3,11,11,HPF1
8,8,8,8,8,8,6,8,8,C4orf32
3,3,5,5,5,5,5,5,5,C4orf32
3,3,3,3,3,3,10,3,3,C4orf33
3,3,3,3,3,3,6,3,3,SMIM14
3,3,5,9,3,3,12,5,5,SMIM14
5,6,8,6,8,8,12,8,1,TRAPPC11
12,2,9,3,3,3,10,10,10,TRAPPC11
2,2,2,2,2,2,2,2,2,TRAPPC11
8,8,8,8,8,8,5,8,8,TMA16
2,2,2,12,12,2,2,2,2,C4orf46
2,3,2,2,2,2,2,2,2,C4orf48
5,5,1,5,3,5,3,8,1,C5
3,5,5,10,10,5,3,5,5,C5AR1
8,10,1,11,6,3,8,6,8,NREP
10,6,10,10,5,5,5,10,10,C5orf15
5,6,5,5,5,5,3,5,10,DCANP1
5,6,5,10,5,5,3,10,10,FAM172A
6,6,10,11,10,10,5,10,10,C5orf22
10,6,6,10,10,10,8,10,10,C5orf24
5,10,5,5,5,5,5,5,5,SIMC1
2,2,2,12,12,3,9,12,2,TMEM267
8,6,6,6,8,8,5,11,11,TMEM267
12,3,3,12,12,3,12,3,3,C5orf30
8,8,8,8,8,8,8,8,8,CYSTM1
3,5,3,3,3,5,10,5,3,NADK2
6,8,6,6,6,10,6,6,8,SETD9
8,8,12,10,6,8,5,2,2,POC5
10,5,10,10,5,5,8,10,11,ANXA2R
5,3,5,3,3,5,5,5,5,FAXDC2
5,5,5,5,5,5,5,5,5,CREBRF
10,10,10,11,10,10,8,10,11,CREBRF
6,6,6,6,6,10,5,11,11,TRAPPC13
5,8,3,5,5,10,10,12,2,TRAPPC13
5,8,5,5,5,5,10,5,5,FAM13B
5,8,5,3,3,3,3,5,5,C5orf51
5,6,6,10,10,10,8,11,11,C5orf51
9,5,5,9,5,5,8,10,11,IGIP
10,10,10,11,6,8,8,11,10,ZBED8
5,10,3,10,5,3,6,3,3,SMIM3
8,8,8,8,8,8,8,8,8,C6orf1
6,6,10,6,6,10,6,11,11,C6orf106
5,5,8,10,5,10,8,8,8,DNPH1
3,5,8,10,3,5,3,8,8,PNISR
8,8,8,8,8,8,8,8,8,ABRACL
8,8,8,8,8,8,8,8,8,C6orf120
3,6,3,3,3,3,3,3,3,UQCC2
3,2,1,3,3,5,10,8,1,CCDC167
2,10,3,3,3,3,2,3,3,OARD1
3,10,3,3,3,5,6,5,5,C6orf136
5,3,1,5,5,10,3,6,8,PTCHD4
8,8,8,8,8,8,8,8,1,MB21D1
8,8,8,8,8,8,8,8,8,RRP36
5,3,10,10,10,5,5,10,10,MMS22L
5,5,6,11,6,5,8,6,11,TBC1D32
8,8,8,8,8,8,5,8,8,CENPW
8,8,8,8,8,8,8,8,8,LINC00473
8,6,8,8,8,8,10,8,8,SLC18B1
10,5,5,5,5,5,6,11,11,C6orf203
12,5,10,6,8,10,8,5,5,CEP85L
12,5,5,11,6,10,3,3,5,CEP85L
6,8,10,10,10,10,8,11,11,ARMT1
5,6,5,5,5,5,5,5,5,ARMT1
11,6,10,6,6,10,10,10,11,FAM229B
8,6,3,6,6,8,8,3,3,C6orf47
3,5,3,3,3,5,3,3,3,C6orf48
5,3,5,11,10,10,10,5,5,C6orf48
6,8,8,8,8,8,5,8,8,C6orf48
10,10,5,11,6,10,8,10,10,SDHAF4
12,5,12,12,12,3,10,12,2,MCM9
12,5,12,12,12,3,2,3,3,C6orf62
12,5,3,3,3,5,6,5,5,C6orf62
2,10,12,12,12,3,10,12,2,SAYSD1
8,10,6,6,6,10,8,9,11,NDUFAF4
8,8,8,8,8,8,8,8,8,NDUFAF4
6,10,8,6,6,8,5,6,6,ERMARD
3,5,3,3,3,3,10,3,3,GINM1
10,5,10,10,10,10,5,10,10,C6orf89
5,6,5,5,5,5,10,5,5,CCDC170
12,10,3,12,12,3,10,3,5,MPLKIP
5,10,5,5,5,5,8,5,5,MPLKIP
5,8,10,10,5,5,12,5,5,GET4
5,8,5,3,3,5,3,5,5,TMEM243
3,5,3,3,3,5,12,3,3,C7orf25
3,6,5,10,10,5,5,3,5,C7orf26
6,10,9,3,3,5,8,9,6,BRAT1
12,3,5,3,3,5,5,5,5,CCZ1B
6,8,1,5,5,5,9,8,1,ZBED6CL
5,6,1,12,12,3,6,6,1,MALSU1
5,8,6,5,5,10,8,11,11,YAE1D1
