CD14,CD15,IL,CD4,CD8,CD19,PLA,RE,TR,V1
2,2,3,2,12,2,9,3,5,FIP1L1
3,3,3,3,3,3,12,3,3,FIS1
5,6,5,5,5,10,5,5,5,FITM1
10,6,10,11,10,10,8,11,11,FIZ1
5,5,5,5,5,5,3,5,10,FKBP14
5,6,10,5,5,5,8,10,10,FKBP14
5,10,5,5,5,5,3,10,10,FKBP15
5,5,5,3,3,5,5,5,5,FKBP1A
10,5,10,5,5,5,3,10,10,FKBP1A
5,5,5,5,5,5,5,5,5,FKBP1A
5,5,10,10,10,10,3,11,11,FKBP1A
6,8,8,8,8,10,6,8,8,FKBP1B
8,8,8,8,8,8,8,6,6,FKBP2
8,8,6,11,10,8,8,10,10,FKBP2
10,6,6,10,10,10,5,11,11,FKBP3
10,8,10,10,10,10,10,11,11,FKBP3
6,8,6,11,10,10,10,11,11,FKBP4
10,5,8,6,6,10,12,6,6,FKBP5
3,5,5,10,10,5,6,10,10,FKBP8
10,6,6,11,6,10,5,11,11,FKBP9P1
6,10,10,11,10,10,8,11,11,FKBPL
10,8,6,11,10,10,8,11,11,FKRP
10,6,6,10,10,10,5,11,11,FLAD1
3,8,5,5,5,5,8,5,5,FLCN
5,10,5,10,10,5,8,5,5,FLCN
6,8,6,5,5,5,8,6,6,FLI1
11,8,6,6,6,10,2,10,11,FLII
8,8,6,8,8,8,10,6,6,KANSL3
3,8,5,12,12,2,6,5,5,EBLN2
6,8,10,10,10,5,5,6,6,ARHGEF40
6,10,6,10,10,10,12,11,6,CCDC94
10,5,8,6,6,10,6,8,8,THNSL2
8,8,8,8,8,8,8,8,8,FGGY
8,8,8,8,8,8,8,8,8,CCDC93
8,8,8,8,8,8,8,8,8,LOC55338
3,2,3,12,12,3,5,5,5,CEBPA-AS1
5,3,5,3,3,5,5,10,10,TANGO6
3,6,5,3,3,5,3,5,5,KRI1
6,6,6,6,6,8,8,6,6,BIN3-IT1
3,3,3,3,3,5,3,3,5,PRR5L
5,6,3,5,3,5,3,5,5,FLJ20021
12,5,12,12,12,3,10,12,3,GIN1
3,5,3,3,3,3,5,3,3,ZDHHC3
3,6,5,3,3,3,5,5,5,TMEM214
2,10,2,2,2,2,10,2,2,RBM47
12,5,12,12,12,3,9,12,2,SLC48A1
5,6,8,11,10,10,10,8,1,TRMT61B
10,8,10,10,10,10,8,11,11,VSIG10
5,10,10,10,10,10,10,10,10,TTC38
5,5,10,10,10,5,8,10,10,ACSF2
3,10,5,5,5,5,3,5,5,ENGASE
12,10,5,3,3,3,10,5,5,CPED1
6,6,6,6,6,8,8,11,11,OGFOD3
12,5,3,3,5,2,5,5,5,PLBD1
6,6,6,6,6,5,5,6,6,C11orf86
12,3,5,5,5,5,5,5,5,C22orf46
2,3,12,12,12,2,2,12,2,LINC01205
5,5,5,5,5,5,5,5,5,FLJ26850
6,8,6,8,8,10,8,6,6,FLJ27354
8,6,8,6,8,8,8,8,8,LOC149373
12,10,2,12,12,2,12,12,2,PSMA3-AS1
5,2,6,6,6,8,6,6,11,PSMA3-AS1
10,5,6,10,10,10,8,11,11,KNCN
3,3,3,12,12,3,5,3,3,FLJ32255
5,2,3,3,3,5,3,5,5,LINC01184
3,2,3,3,3,10,3,5,5,LINC00957
3,10,3,8,8,8,5,3,3,MORC2-AS1
10,8,10,8,8,8,10,10,10,GOLGA6L2
5,3,10,5,5,5,5,10,10,KCNJ2-AS1
10,10,10,11,10,10,8,11,11,UGP2
3,2,5,3,3,3,3,10,10,TMEM192
5,3,10,5,5,3,3,11,11,ZNF815P
3,3,10,3,3,3,3,10,11,C2orf69
10,5,8,11,10,5,8,8,8,LINC00921
10,10,6,11,6,8,8,11,11,PPM1N
5,10,10,11,10,10,8,11,11,LOC100288254
8,8,8,8,8,8,8,8,8,WEE2-AS1
5,5,10,5,10,10,3,10,10,FLJ41200
10,5,10,6,6,8,8,10,5,FLJ42627
10,10,10,11,6,10,5,10,10,RPL23AP87
12,5,12,12,12,3,12,12,3,LOC388942
3,5,3,3,12,3,10,3,3,TMPPE
8,8,8,8,8,8,8,8,8,DICER1-AS1
5,5,3,5,5,5,5,5,5,LINC01567
5,6,3,10,10,5,5,3,3,LOC401554
12,2,6,11,6,5,5,6,6,FLJ46906
3,10,2,5,5,3,6,2,2,BAIAP2-AS1
6,10,6,10,10,10,3,6,8,FLNB
3,8,5,10,10,10,6,5,5,FLOT1
6,10,9,2,2,3,5,9,9,FLOT2
3,3,3,3,3,3,10,3,5,FLT3
8,8,8,6,8,8,8,6,6,FLT3LG
8,6,8,6,8,8,8,6,6,FLVCR1
8,8,8,8,8,8,8,8,8,FLVCR2
10,10,10,10,5,10,12,10,11,FLYWCH2
5,3,5,5,5,5,10,5,5,FMNL1
10,6,5,3,5,5,8,3,5,FMNL2
8,6,12,10,10,5,5,12,3,FMO4
11,2,12,9,12,3,10,3,3,FMO5
12,2,12,12,12,3,2,2,2,FMO6P
8,8,8,8,8,8,8,8,8,FN3KRP
5,5,5,5,5,5,5,5,5,FNBP1
2,2,9,12,12,3,2,9,9,FNBP4
2,2,9,12,2,3,2,9,9,FNDC3A
3,5,3,3,3,3,12,3,3,FNDC3A
12,3,12,12,12,3,12,12,3,FNDC3B
3,5,3,3,3,3,10,3,3,FNDC3B
3,5,3,3,3,5,3,5,5,FNIP1
5,8,5,5,5,5,8,5,5,FNIP2
2,3,12,12,12,2,6,12,2,FNTA
10,3,5,5,5,5,3,5,5,FNTA
10,10,10,10,10,10,5,10,10,FNTA
3,3,3,3,3,3,5,3,3,FOLR2
5,3,10,11,10,8,5,10,10,FOLR3
10,8,6,10,10,10,8,11,11,FOS
11,8,6,6,6,10,10,11,11,FOSB
5,6,5,5,5,5,5,5,5,FOSL2
12,3,12,12,12,3,3,3,3,FOXC1
5,8,5,3,3,5,3,5,5,FOXC2
5,10,1,5,10,5,6,6,6,FOXD2
8,8,6,6,6,8,8,6,6,FOXE3
6,8,6,11,6,8,8,11,11,FOXI3
6,10,6,8,8,8,5,10,10,FOXJ2
5,2,10,10,10,5,3,10,11,FOXJ3
12,5,5,3,3,5,5,5,5,FOXK1
12,3,12,12,12,3,10,12,3,FOXM1
5,6,3,3,3,5,5,5,5,FOXN2
6,10,8,5,5,5,8,8,8,FOXO1
3,10,9,12,12,2,12,3,9,FOXO3
6,8,6,6,6,10,8,11,11,FOXO6
10,10,6,10,10,10,8,10,10,FOXP1
5,5,3,5,5,5,5,5,5,FOXP1
10,10,6,11,10,10,5,6,6,FOXP1
12,6,3,12,12,3,3,3,3,FOXRED1
12,2,3,12,12,3,9,3,5,FOXRED2
12,3,3,12,12,3,3,3,5,FPR1
12,3,3,3,3,3,3,5,5,FPR2
5,5,10,10,10,10,10,10,10,FPR2
5,3,5,10,10,10,10,10,10,FPR3
3,3,3,5,3,5,12,5,5,PGAP2
3,3,10,3,3,5,3,11,11,MTOR
6,5,8,10,10,10,8,8,8,FRAT1
5,3,10,10,10,5,3,10,10,FRAT1
5,5,5,10,10,10,5,5,5,FRAT2
3,3,12,3,3,3,12,12,3,NCS1
6,6,6,6,6,8,5,6,6,FRG1
10,10,10,10,10,10,5,10,10,FRMD3
5,6,5,5,5,5,8,5,5,FRMD8
10,5,6,10,10,10,8,8,6,FRRS1
6,6,6,6,6,8,8,6,6,FRS3
3,3,10,3,3,5,3,6,11,FRY
12,3,12,12,12,2,2,2,2,FRYL
5,10,10,8,8,8,8,11,11,FSCN1
3,3,3,3,3,5,10,3,3,FSIP1
10,8,5,5,5,10,5,3,3,FSTL3
12,2,3,12,12,2,6,5,5,FSTL4
3,2,5,3,3,3,6,3,3,FTH1
3,5,12,3,12,5,2,5,3,FTH1P3
6,6,6,11,10,8,12,6,11,FTH1
3,6,3,3,3,3,3,3,3,FTL
5,6,3,5,5,5,5,3,3,FTL
5,5,10,5,5,5,8,10,10,FTO
3,10,3,3,3,3,12,3,3,MRM2
6,6,6,6,6,10,5,6,6,FTSJ3
10,10,6,8,8,8,10,11,11,CMTR2
10,6,1,5,10,8,10,8,1,CMTR1
10,6,10,10,10,10,5,10,10,FUBP3
10,6,10,10,10,10,8,10,10,FUCA1
10,5,6,11,6,10,5,6,11,FUCA2
12,2,1,10,10,10,12,1,1,FUK
5,3,5,5,5,5,10,10,10,FURIN
10,10,10,11,10,10,8,10,10,FUS
3,5,3,5,3,3,3,3,5,FUT11
5,5,10,10,10,10,5,10,10,FUT4
5,10,10,10,10,10,5,10,10,FUT8
5,5,5,6,6,5,10,10,10,FUZ
3,9,9,11,6,9,10,9,9,KDSR
5,5,10,10,10,10,5,10,10,TIMM10B
6,5,6,11,6,8,8,11,11,FXR1
5,10,10,5,5,5,5,10,10,FXR1
3,3,6,8,8,8,3,5,10,FXR2
11,2,12,9,3,3,9,12,2,FXYD5
5,6,10,11,10,10,8,5,5,FXYD6
3,8,12,12,12,3,5,12,3,FYB
3,3,5,5,5,5,5,5,5,FYB
12,5,3,3,12,3,10,3,5,FYCO1
12,5,5,12,3,3,10,3,3,FYN
12,6,12,12,12,3,6,12,3,FYN
3,5,5,3,3,3,3,3,5,FYN
3,5,10,10,10,10,10,10,10,FYN
8,8,6,6,6,8,8,11,11,FYTTD1
5,10,5,5,5,5,8,5,5,FYTTD1
5,10,3,5,3,5,5,3,3,FZD1
5,8,6,11,10,10,6,11,11,FZD1
6,8,1,5,5,10,12,8,1,FZD2
8,8,8,8,8,8,8,8,8,FZD5
8,8,8,8,8,8,8,8,8,FZD7
8,8,8,8,8,8,8,8,8,FZD8
3,3,3,12,12,3,5,3,3,FZR1
8,8,6,8,8,8,8,11,11,G0S2
10,3,5,10,10,8,10,3,5,G3BP1
5,6,5,6,6,3,8,10,10,G3BP1
3,3,3,3,3,3,5,3,3,G3BP2
3,3,3,3,3,3,10,5,5,G3BP2
3,3,5,6,8,3,5,10,10,G3BP2
5,6,10,5,5,5,8,10,10,G6PC3
3,10,3,3,3,3,8,3,3,GAA
8,6,8,11,6,8,10,8,8,GAB2
3,6,5,3,5,3,8,5,5,GABARAP
5,6,6,5,3,10,5,6,6,GABARAPL1
6,8,8,8,8,8,8,8,8,GABARAPL2
8,8,8,8,8,8,8,6,6,GABARAPL2
3,3,9,3,3,3,12,3,5,GABPA
5,3,1,10,10,8,10,6,8,GABPB1
8,8,8,8,8,8,8,8,8,GABPB1
5,10,10,10,10,10,10,5,10,GADD45A
3,3,5,3,3,3,6,5,5,GADD45A
3,5,3,12,12,3,3,3,5,GADD45B
5,5,10,5,5,5,3,10,10,GADD45GIP1
11,8,6,6,8,8,5,11,6,GAK
10,3,10,10,10,5,6,11,10,GAL3ST4
12,2,3,3,3,3,2,3,3,GALC
2,2,12,12,12,3,2,12,2,GALE
5,3,10,10,10,5,3,10,10,GALK1
8,6,6,8,8,8,8,11,11,GALK2
10,10,10,10,10,10,10,10,10,GALK2
12,2,12,12,12,3,9,3,3,GALM
12,3,12,12,12,3,3,3,3,GALNT1
5,10,10,10,10,5,5,10,10,GALNT10
6,6,6,11,6,5,8,11,11,GALNT11
8,6,8,6,6,8,8,8,8,GALNT2
10,6,6,10,10,10,8,11,11,GALNT6
10,10,10,5,5,10,8,10,10,GALNT16
5,5,10,10,10,5,8,11,11,GALT
3,3,3,3,3,5,10,3,3,GALT
3,3,3,3,3,5,5,3,3,GANAB
6,6,6,6,6,8,12,6,6,GAPDH
5,3,1,3,3,3,3,6,1,GAPDH
6,8,10,11,6,10,5,11,6,GAPT
5,3,10,5,5,5,3,10,10,GAPT
5,5,10,5,5,5,12,11,10,GAPVD1
6,10,6,11,10,10,5,11,11,GAR1
6,6,6,6,6,8,8,6,6,GAR1
6,6,10,6,6,8,8,11,11,GAR1
10,8,10,11,6,10,3,10,10,GARS
12,5,12,12,12,3,3,12,3,GART
3,10,5,3,3,3,10,5,5,GART
8,8,8,6,6,8,8,8,6,GART
5,5,10,10,10,10,3,10,10,GAS2L1
5,5,10,5,5,5,12,10,10,GAS6
8,8,8,8,8,8,8,8,8,GAS6
12,3,6,11,6,10,10,11,6,GAS7
5,6,5,5,5,5,5,10,10,GATAD1
3,5,3,3,3,3,5,3,3,GATAD2A
10,6,10,10,10,10,8,11,11,GATAD2B
12,3,12,12,12,3,12,12,2,GATC
10,8,6,6,6,10,8,11,11,GATS
6,5,10,10,10,10,3,10,10,GBA
3,3,3,3,3,3,5,3,3,GBA2
3,5,3,3,3,3,10,3,3,GBAS
6,6,10,6,6,10,10,10,10,GBE1
10,6,10,10,10,10,8,10,10,GBF1
3,10,5,5,5,5,8,5,5,GBGT1
9,3,5,9,5,5,5,10,10,GBP1
8,8,8,8,8,8,8,8,8,GBP1
3,3,5,3,12,3,6,5,5,GBP2
5,6,1,6,6,8,9,8,1,GBP3
6,8,10,11,6,10,8,11,11,GBP4
10,8,10,10,10,10,5,5,10,GBP5
5,5,5,5,5,5,3,5,5,GCA
5,10,5,5,5,5,5,5,5,GCC1
5,5,12,5,5,5,5,3,3,GCDH
8,6,8,6,6,8,5,6,6,GCDH
2,6,9,5,10,9,9,5,5,GCH1
12,2,3,12,12,3,10,5,5,GCH1
8,5,8,8,8,8,8,8,8,GCH1
3,3,12,3,3,3,10,3,3,GCHFR
5,8,5,5,5,5,5,10,10,GCLC
5,8,10,10,5,5,5,10,10,GCLC
3,10,5,3,3,3,12,10,10,GCLM
5,3,10,10,10,10,3,10,10,GCM1
3,5,3,3,3,3,12,3,3,GCN1
8,8,8,8,8,8,8,6,6,GCNT1
5,10,10,3,3,5,3,10,10,GCNT2
6,6,6,11,6,10,8,6,6,GCSH
10,6,6,6,6,10,5,6,6,GDAP1
10,10,6,10,10,10,5,6,6,GDAP2
5,5,5,5,5,5,3,5,5,GDE1
6,8,6,6,8,8,8,6,11,GDF11
5,10,5,10,10,5,3,5,5,GDI2
3,8,5,12,12,3,3,10,10,GDPD4
8,8,8,8,8,8,8,8,8,GDPD5
10,8,10,5,5,5,5,10,10,GEMIN4
12,10,12,3,3,3,5,3,3,GEMIN5
10,6,6,11,6,10,8,10,10,GEMIN6
3,3,5,3,3,3,5,5,5,GEMIN7
12,6,3,2,12,2,3,3,3,GFM1
10,10,10,10,5,5,3,10,11,GFM2
6,6,5,8,8,8,10,5,5,GFM2
2,2,3,3,3,3,9,3,3,GFOD1
6,6,6,11,6,10,12,11,11,GFOD2
3,3,5,5,5,5,2,5,10,GFPT1
3,10,5,5,5,5,3,5,5,GFPT1
5,5,5,10,10,10,5,5,5,GFRA2
10,6,10,10,10,10,10,10,10,GGA2
12,3,12,3,3,3,3,12,2,GGA3
3,5,5,5,5,5,3,5,5,GGA3
5,5,3,5,5,5,6,12,3,GGCT
12,2,12,12,12,2,12,12,2,GGCX
2,2,2,2,2,2,6,2,2,GGH
5,5,10,3,3,5,3,10,10,GGH
12,5,12,12,12,3,5,12,2,GGNBP2
10,5,5,10,10,10,3,5,10,GGPS1
5,10,10,10,10,10,3,10,10,GGPS1
3,5,3,3,3,3,3,3,3,GGT1
12,5,12,12,12,3,5,12,3,GHDC
10,6,3,10,10,10,8,5,5,GHITM
3,5,5,5,5,5,3,10,5,GHRL
3,5,3,5,5,5,5,5,3,GIGYF1
3,10,5,5,5,5,3,5,5,GIMAP1
3,10,5,3,3,5,5,3,3,GIMAP2
5,10,10,5,5,5,8,10,10,GIMAP2
9,5,10,9,10,5,8,9,6,GIMAP4
3,5,3,3,3,3,2,3,3,GIMAP6
5,10,5,10,5,5,8,5,5,GIMAP7
6,8,10,10,10,8,8,6,11,GIMAP7
12,3,3,2,12,3,10,3,3,GIMAP8
3,10,3,3,3,3,3,3,3,GIN1
5,6,5,5,5,5,8,10,5,GINS3
3,5,12,3,3,3,10,12,3,GIPC1
6,3,10,11,10,10,2,10,10,GIT1
8,8,8,8,8,8,8,8,8,GIT2
5,10,1,10,10,5,8,6,8,GIT2
3,10,3,3,3,3,3,5,3,GJA5
3,10,3,3,5,5,10,3,3,GKAP1
5,8,10,11,10,10,8,11,11,GLB1
12,2,1,5,5,3,3,8,1,GLB1
3,2,6,10,10,3,9,6,8,GLB1L
10,10,9,5,5,3,5,9,11,GLCE
6,8,1,8,8,9,2,9,9,GLE1
6,6,6,11,6,10,5,11,11,GLE1
11,6,6,6,6,10,10,11,11,GLG1
10,8,6,10,10,10,8,11,11,GLIPR1
3,10,10,11,10,10,8,11,10,GLIPR2
3,10,10,11,10,10,5,11,10,GLIS3
5,5,10,5,5,5,5,10,10,GLMN
3,6,1,3,5,8,3,5,11,GLO1
5,5,10,11,10,5,3,10,10,GLOD4
6,6,3,10,10,10,8,3,3,GLRX
5,6,10,11,10,10,12,5,5,GLRX2
6,8,8,6,8,8,10,6,6,GLRX2
10,10,10,9,10,5,8,9,11,GLRX3
3,6,5,3,3,3,8,5,5,GLRX5
3,6,5,3,3,3,8,5,5,GLS
8,8,8,8,8,8,8,8,8,GLT1D1
3,6,10,5,5,5,3,10,10,COLGALT1
3,10,3,3,5,5,6,3,3,GLT8D1
6,6,6,11,6,10,8,11,11,GLT8D1
10,6,6,11,6,10,5,6,6,GLTP
10,10,3,5,5,10,8,3,3,CPTP
10,8,6,10,10,10,8,11,11,GLTSCR1
3,3,5,3,3,5,5,5,10,GLTSCR2
12,2,3,3,3,5,10,3,3,GLUD1
5,5,10,10,10,10,10,10,10,GLUL
12,3,2,12,12,3,10,2,2,GLUL
5,10,5,5,5,5,10,5,5,GLYCTK
2,2,2,2,2,2,6,12,2,GM2A
5,5,5,5,5,5,10,5,5,GMCL1
10,8,8,9,5,5,8,6,8,GMCL1
6,6,6,6,6,10,8,11,11,GMDS
3,10,3,3,3,3,3,3,3,GMEB1
12,3,3,12,12,3,10,3,3,GMEB1
8,8,8,8,8,8,8,8,8,GMEB2
3,3,8,11,6,9,2,8,1,GMFB
3,5,3,3,3,5,5,3,5,GMIP
3,10,3,3,3,3,12,12,3,GMNN
6,6,6,6,6,8,5,6,11,GMPPA
8,8,8,8,8,8,8,8,8,GMPPB
2,3,2,2,2,2,12,2,2,GMPPB
10,5,6,6,6,10,8,11,11,GMPR
12,10,3,3,3,3,5,3,3,GMPR2
10,5,6,10,10,10,8,6,6,GMPR2
5,3,10,5,5,5,5,11,11,GMPS
5,10,1,3,3,3,8,6,6,GNA11
8,8,8,6,8,8,8,8,1,GNA12
12,3,12,12,12,2,12,3,3,GNA13
12,2,12,10,5,8,3,3,3,GNA13
12,2,5,3,3,5,9,5,10,GNA14
12,2,3,5,10,10,3,3,3,GNA15
12,2,1,10,6,10,10,6,6,GNAI2
12,2,10,10,10,10,12,11,11,GNAI3
5,3,3,9,3,3,10,3,5,GNAQ
8,8,8,6,6,8,6,8,8,GNAS
3,3,3,5,5,5,5,3,3,GNAT1
5,3,1,5,5,5,10,10,10,GNB1
10,10,10,10,10,10,5,10,10,GNB1L
8,8,8,8,8,8,8,8,8,GNB2
6,6,10,11,6,10,5,11,11,RACK1
10,10,5,10,10,5,5,5,5,GNB4
6,10,10,10,10,5,8,10,10,GNE
6,6,6,6,8,8,8,11,11,GNG10
3,6,5,3,3,3,3,5,5,GNG11
12,10,3,12,12,3,5,3,3,GNG13
10,6,5,10,10,5,8,5,5,GNG2
12,10,3,12,12,3,10,3,3,GNG5
2,3,2,2,2,2,12,2,2,GNG7
5,8,5,5,5,5,8,5,5,GNG8
6,6,6,6,6,8,8,11,11,GNGT2
3,5,3,12,12,3,5,3,5,GNL1
10,5,10,11,10,10,8,10,10,GNL2
3,5,10,5,5,5,5,5,5,GNL3
12,3,5,3,3,3,3,5,5,GNL3
3,3,10,3,3,5,3,10,10,GNLY
10,10,6,10,10,10,8,11,11,GNLY
6,6,6,11,6,10,8,11,11,GNPAT
12,8,6,6,8,8,12,11,11,GNPDA1
5,8,5,5,5,5,5,5,5,GNPDA2
5,3,10,10,10,3,3,5,5,GNPNAT1
6,8,6,10,10,10,8,11,11,GNPTAB
12,2,3,3,3,3,10,3,3,GNPTG
3,5,12,3,3,5,10,3,3,GNRH1
12,3,12,3,3,3,6,12,3,GNS
6,8,3,8,8,8,6,3,3,GOLGA1
6,8,3,6,8,8,6,12,3,GOLGA2
5,5,3,5,5,5,12,3,3,GOLGA3
6,6,6,6,6,8,12,11,11,GOLGA4
6,6,6,6,6,8,12,11,11,GOLGA5
5,8,3,10,5,10,8,3,3,GOLGA7
12,5,3,3,3,3,6,5,5,GOLGA7B
9,3,10,5,10,10,3,10,11,GOLM1
3,3,12,12,12,3,12,12,2,GOLPH3
3,5,6,10,3,10,6,6,6,GOLPH3L
3,5,10,5,12,5,6,11,11,GOLIM4
2,2,2,2,2,2,2,2,2,GOLT1B
2,3,2,2,2,2,6,2,2,GON4L
12,3,3,3,3,3,9,3,3,GOPC
10,10,6,5,10,10,8,11,11,GORASP1
5,5,6,10,10,10,5,6,6,GORASP2
10,6,5,5,5,5,10,5,5,GOSR1
2,5,12,2,2,2,2,12,2,GOSR1
3,5,5,3,3,3,2,5,5,GOSR2
3,6,3,3,3,5,3,3,3,GOT1
3,5,5,3,3,3,3,3,5,GOT2
5,10,5,5,5,5,8,5,5,GP1BA
3,5,5,5,5,5,12,5,5,GP6
6,8,6,6,6,8,5,6,6,GP9
8,6,6,6,6,10,5,10,10,GPA33
8,8,8,8,8,8,8,8,8,GPAA1
11,8,6,8,8,8,6,11,11,GPATCH2
5,3,10,5,5,10,5,10,10,GPATCH3
5,3,10,5,5,5,3,10,10,GPATCH4
8,8,8,8,8,8,8,8,8,GPATCH8
3,6,5,3,3,5,3,5,5,GPBAR1
8,8,8,8,8,8,8,8,8,GPBAR1
10,10,10,10,10,10,10,10,10,GPBP1
8,8,8,8,8,8,8,8,8,GPBP1
6,6,6,6,6,10,8,6,6,GPBP1L1
3,3,3,5,5,5,10,5,10,GPBP1L1
8,8,8,8,8,8,8,8,8,GPC2
8,8,8,8,8,8,8,6,6,GPC6
5,5,10,6,6,8,8,5,5,GPD1L
6,6,10,6,6,8,8,10,10,GPD2
3,3,5,5,3,5,10,5,5,GPD2
10,10,10,10,10,10,8,10,10,GPER1
5,8,8,11,6,10,5,6,8,GPER1
3,5,5,12,12,3,5,5,5,GPHN
3,5,5,3,3,3,5,5,5,GPI
3,5,5,3,3,3,10,5,5,GPM6A
8,8,8,8,8,8,8,8,8,GPN1
5,10,5,5,5,5,8,3,3,GPN2
10,8,12,10,10,5,2,12,2,GPN3
6,10,6,6,6,8,8,8,6,GPN3
12,2,3,3,3,5,9,3,3,GPR1
3,2,5,10,10,10,3,5,5,GPR108
3,3,3,5,5,5,5,3,3,ADGRA2
8,8,8,6,6,8,8,8,8,GPR132
5,10,6,5,5,10,5,10,10,GPR137
5,6,5,5,5,5,8,5,5,GPR137B
2,2,12,12,12,3,9,2,2,GPR141
5,10,5,3,3,3,5,5,5,GPR141
5,5,5,5,5,5,5,5,5,GPR156
3,3,2,6,6,10,6,2,2,GPR162
8,8,6,6,6,8,8,11,11,SLC52A2
8,8,8,8,8,8,8,8,6,TPRA1
8,8,6,8,8,8,8,6,6,GPR176
3,6,3,3,3,3,3,3,3,WLS
10,10,10,11,10,10,10,11,11,WLS
10,10,6,10,10,10,8,6,6,WLS
6,8,8,6,8,8,8,8,8,WLS
10,6,12,6,5,8,5,3,3,GPR180
10,8,6,11,10,10,8,6,6,GPR183
8,8,8,8,8,8,8,8,8,GPR27
6,6,6,10,10,10,8,6,11,GPR35
3,6,5,6,6,10,12,10,11,ADGRG1
3,3,5,5,5,5,10,5,5,GPR63
2,2,2,2,2,2,2,2,2,GPR65
2,2,2,2,12,2,2,2,2,GPR65
3,5,2,5,5,5,2,2,2,C5AR2
6,8,6,6,6,8,12,11,6,GPR84
3,3,3,3,3,3,2,3,3,GPR89B
10,6,10,10,10,10,5,10,10,GPRC5B
8,8,10,8,8,8,9,11,6,GPRC5C
10,5,12,11,6,10,6,12,2,GPRC5C
8,6,10,8,8,8,5,5,5,GPS1
8,8,8,6,6,8,8,8,8,GPS1
12,3,12,12,12,3,6,12,3,GPS1
6,6,6,6,6,8,8,6,6,GPS2
3,5,10,5,5,5,10,5,5,GPSM1
10,6,10,11,10,10,10,5,10,GPSM2
8,8,8,8,8,8,8,6,6,GPSM3
5,6,3,3,3,3,3,3,5,GPT2
3,2,12,3,3,5,10,12,2,GPX1
3,3,3,3,3,3,5,3,3,GPX3
12,3,12,3,3,5,5,12,2,GPX4
2,2,2,2,2,2,6,2,2,GPX7
5,8,10,10,5,10,10,11,10,GPX8
8,8,8,6,8,8,5,8,8,GRAMD1A
10,5,10,11,10,10,3,5,5,GRAMD1B
10,10,10,11,6,8,8,10,10,GRAMD3
3,2,3,3,3,3,9,3,5,GRAMD4
2,2,9,5,5,9,9,9,11,GRAP
6,8,6,11,6,10,10,11,11,GRB10
8,6,8,5,10,5,5,8,8,GRB10
3,3,3,3,3,3,10,3,3,GRB14
5,10,6,11,10,10,8,11,11,GRB2
2,2,2,2,2,2,2,2,2,GRB2
5,5,5,5,5,5,6,5,5,GREM1
3,5,5,5,5,5,5,5,5,GRHL1
3,10,5,3,3,5,6,5,5,GRHPR
5,3,10,5,5,10,10,10,10,GRIN2A
2,2,2,2,2,2,2,2,2,GRIN3A
3,5,12,12,12,3,6,12,2,GRINA
10,10,6,11,6,10,5,6,6,POLR2M
10,6,6,10,10,5,8,10,10,GRK5
12,2,12,12,12,3,12,3,3,GRK5
12,2,12,12,12,3,12,12,2,GRK6
12,5,3,3,3,3,12,3,3,GRM2
3,5,5,3,5,5,6,5,5,GRN
5,10,10,5,5,5,3,10,10,GRN
10,10,10,10,10,10,8,11,10,GRPEL1
5,5,5,5,5,5,6,10,10,GRPEL2
12,3,3,12,12,3,10,3,3,GRSF1
3,3,3,5,5,3,12,3,5,GRTP1
8,8,8,8,8,8,8,8,8,GRWD1
8,8,8,8,8,8,8,8,8,GSDMA
10,6,10,10,10,10,5,10,10,GSDMB
12,2,12,12,12,2,12,3,5,GSDMB
3,3,3,3,3,3,10,3,3,GSDMD
6,6,10,11,10,10,5,10,10,GSK3B
3,8,1,3,3,5,5,10,10,GSN
5,10,5,5,5,5,5,10,5,GSR
10,10,6,6,6,8,10,6,6,GSR
5,8,5,5,5,5,8,5,5,GSS
10,10,10,11,6,10,10,10,10,GSTK1
10,6,10,10,10,10,8,10,10,GSTM1
5,5,5,10,10,10,8,10,10,GSTM4
3,5,5,3,3,5,3,5,5,GSTM4
8,8,8,6,6,8,8,6,6,GSTO1
3,3,3,3,3,3,12,3,3,GSTO1
5,2,5,5,5,5,12,3,5,GSTP1
8,8,8,8,8,8,8,8,8,GSTT1
3,10,3,5,5,5,10,3,3,GSTTP2
6,6,6,6,6,8,8,6,6,GSTZ1
3,5,3,3,3,5,5,5,5,GSTZ1
10,8,5,5,5,5,8,5,5,GTDC1
10,3,6,11,6,10,8,11,11,GTDC1
5,10,5,10,10,10,5,10,10,GTF2A1
10,10,10,10,10,10,8,11,11,GTF2A2
5,10,5,5,5,5,8,5,5,GTF2B
6,8,6,6,6,8,8,11,11,GTF2E1
8,8,8,6,6,8,8,8,8,GTF2E2
12,5,3,12,12,3,3,3,3,GTF2F1
3,5,3,3,3,5,3,3,3,GTF2F2
10,6,10,11,6,10,10,10,10,GTF2H1
5,8,10,10,10,10,8,10,10,GTF2H2
3,9,1,3,3,3,10,9,1,GTF2H2B
6,8,6,11,6,10,8,11,11,GTF2H3
10,8,10,11,6,10,8,11,10,GTF2H4
10,6,10,10,10,5,5,5,5,GTF2H5
3,6,3,3,3,3,5,3,3,GTF2I
5,6,5,5,5,5,8,5,5,GTF2I
5,6,10,9,5,5,8,10,11,GTF2IRD1
6,6,5,11,6,5,8,10,10,GTF3A
8,8,8,8,8,8,8,6,6,GTF3C1
5,10,5,5,5,5,5,3,3,GTF3C2
3,3,12,12,12,3,12,12,2,GTF3C2
